Date,Optimal,FBIOX,FNCMX,FSEAX,FSKAX,FSPSX,FXAIX,IWM,VUG,SPY,IVV,VOO,QQQ,BND,FBND,HDV,VEU,VWO,FDHY,FDIS,ONEQ,VV,VB,HNDL,WBII,PCEF,FDIV,CEFS,YLD,INKM,IYLD,FCEF,MLTI,YYY,MDIV,HIPS,CVY,GYLD,VTI,VEA,IEFA,AGG,GLD,XLF,VNQ,LQD,SWPPX
2006-07-07,1.093868,0.717818,1.032892,1.723220,1.000000,1.000000,1.000000,1.515438,1.081269,0.967714,0.969895,1.000000,0.433376,1.000000,1.000000,1.000000,1.000000,1.299310,1.000000,1.000000,1.172600,1.188360,1.305071,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.223721,1.000000,1.000000,1.060532,1.411221,1.399027,1.491481,1.268958,0.963315
2006-07-10,1.093750,0.713322,1.014441,1.737302,1.000000,1.000000,1.000000,1.515653,1.079613,0.969548,0.970660,1.000000,0.429582,1.000000,1.000000,1.000000,1.000000,1.308440,1.000000,1.000000,1.166151,1.190261,1.305280,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.225182,1.000000,1.000000,1.061511,1.397476,1.408542,1.503227,1.270558,0.963315
2006-07-11,1.096541,0.713322,1.020118,1.732855,1.000000,1.000000,1.000000,1.528982,1.084376,0.973829,0.975551,1.000000,0.432801,1.000000,1.000000,1.000000,1.000000,1.321628,1.000000,1.000000,1.171198,1.194062,1.314254,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.229664,1.000000,1.000000,1.063256,1.437810,1.408974,1.505665,1.272527,0.963315
2006-07-12,1.097072,0.713204,1.020118,1.732855,1.000000,1.000000,1.000000,1.497379,1.071743,0.963434,0.965616,1.000000,0.424638,1.000000,1.000000,1.000000,1.000000,1.301339,1.000000,1.000000,1.151849,1.182870,1.291713,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.216511,1.000000,1.000000,1.063908,1.462821,1.395136,1.509654,1.274618,0.958428
2006-07-13,1.096350,0.713204,0.983926,1.691349,1.000000,1.000000,1.000000,1.463411,1.056003,0.947765,0.949567,1.000000,0.417509,1.000000,1.000000,1.000000,1.000000,1.251428,1.000000,1.000000,1.131798,1.166819,1.266251,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.198390,1.000000,1.000000,1.064779,1.477017,1.373080,1.489265,1.274495,0.958428
2006-07-14,1.096824,0.713204,0.976120,1.691349,1.000000,1.000000,1.000000,1.451801,1.048547,0.944097,0.946128,1.000000,0.413254,1.000000,1.000000,1.000000,1.000000,1.241689,1.000000,1.000000,1.122264,1.161539,1.257902,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.191375,1.000000,1.000000,1.066196,1.483776,1.367457,1.468876,1.275602,0.941321
2006-07-17,1.094276,0.713204,0.976120,1.691349,1.000000,1.000000,1.000000,1.449867,1.047719,0.942721,0.944218,1.000000,0.414289,1.000000,1.000000,1.000000,1.000000,1.226066,1.000000,1.000000,1.121002,1.158794,1.249554,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.189328,1.000000,1.000000,1.063908,1.440964,1.370053,1.468876,1.276956,0.941321
2006-07-18,1.092370,0.680194,0.978959,1.691349,1.000000,1.000000,1.000000,1.459755,1.047305,0.947536,0.949108,1.000000,0.415669,1.000000,1.000000,1.000000,1.000000,1.241081,1.000000,1.000000,1.124928,1.160906,1.256650,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.193323,1.000000,1.000000,1.063145,1.417305,1.373080,1.491038,1.270312,0.941810
2006-07-19,1.096458,0.697586,0.997055,1.661703,1.000000,1.000000,1.000000,1.494154,1.068015,0.960683,0.962024,1.000000,0.421073,1.000000,1.000000,1.000000,1.000000,1.301136,1.000000,1.000000,1.145819,1.182024,1.289418,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.213004,1.000000,1.000000,1.067285,1.442767,1.409407,1.514086,1.276095,0.941810
2006-07-20,1.095401,0.686346,0.977185,1.686902,1.000000,1.000000,1.000000,1.455887,1.053104,0.954109,0.955604,1.000000,0.414864,1.000000,1.000000,1.000000,1.000000,1.271920,1.000000,1.000000,1.123666,1.171043,1.257485,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.200630,1.000000,1.000000,1.068375,1.409193,1.403785,1.501675,1.281631,0.941810
2006-07-21,1.093639,0.678893,0.967959,1.689867,1.000000,1.000000,1.000000,1.435033,1.044198,0.947383,0.949720,1.000000,0.410494,1.000000,1.000000,1.000000,1.000000,1.245138,1.000000,1.000000,1.111187,1.161751,1.238075,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.191082,1.000000,1.000000,1.067721,1.390491,1.396000,1.477076,1.280647,0.944743
2006-07-24,1.095083,0.678893,0.988184,1.689867,1.000000,1.000000,1.000000,1.480825,1.060973,0.964657,0.965922,1.000000,0.418658,1.000000,1.000000,1.000000,1.000000,1.306411,1.000000,1.000000,1.135584,1.182236,1.268338,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.214270,1.000000,1.000000,1.069355,1.377648,1.414164,1.501454,1.281016,0.944743
2006-07-25,1.095443,0.708826,0.993861,1.700985,1.000000,1.000000,1.000000,1.484479,1.069879,0.968096,0.969666,1.000000,0.421073,1.000000,1.000000,1.000000,1.000000,1.309252,1.000000,1.000000,1.141192,1.191528,1.279817,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.218362,1.000000,1.000000,1.068483,1.386886,1.417624,1.509210,1.280032,0.944743
2006-07-26,1.096480,0.712139,0.992087,1.704690,1.000000,1.000000,1.000000,1.481255,1.066151,0.969396,0.971501,1.000000,0.420728,1.000000,1.000000,1.000000,1.000000,1.299107,1.000000,1.000000,1.140632,1.191106,1.275434,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.221675,1.000000,1.000000,1.069136,1.397026,1.415894,1.514529,1.282738,0.944743
2006-07-27,1.097225,0.712139,0.984636,1.704690,1.000000,1.000000,1.000000,1.467065,1.061180,0.968478,0.970201,1.000000,0.417968,1.000000,1.000000,1.000000,1.000000,1.311280,1.000000,1.000000,1.130676,1.185403,1.261033,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.218557,1.000000,1.000000,1.070880,1.417305,1.407677,1.509654,1.280770,0.962338
2006-07-28,1.100470,0.712139,1.003796,1.729890,1.000000,1.000000,1.000000,1.497809,1.072364,0.978185,0.980060,1.000000,0.426707,1.000000,1.000000,1.000000,1.000000,1.342728,1.000000,1.000000,1.153111,1.201031,1.283365,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.229275,1.000000,1.000000,1.073167,1.422037,1.432760,1.531593,1.285691,0.962338
2006-07-31,1.099995,0.709063,1.002732,1.731373,1.000000,1.000000,1.000000,1.498023,1.072571,0.977192,0.978608,1.000000,0.426592,1.000000,1.000000,1.000000,1.000000,1.328324,1.000000,1.000000,1.151989,1.198497,1.285034,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.229177,1.000000,1.000000,1.071860,1.423164,1.430598,1.526497,1.285937,0.962338
2006-08-01,1.101462,0.709063,1.002732,1.731373,1.000000,1.000000,1.000000,1.474590,1.065323,0.972376,0.974634,1.000000,0.419463,1.000000,1.000000,1.000000,1.000000,1.305194,1.000000,1.000000,1.135584,1.192372,1.270842,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.222844,1.000000,1.000000,1.074474,1.449301,1.426273,1.518518,1.287742,0.962338
2006-08-02,1.102736,0.709063,0.996700,1.726926,1.000000,1.000000,1.000000,1.494154,1.074435,0.978950,0.980519,1.000000,0.424178,1.000000,1.000000,1.000000,1.000000,1.324266,1.000000,1.000000,1.144837,1.199764,1.281486,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.230541,1.000000,1.000000,1.074912,1.458991,1.428867,1.515637,1.289966,0.962338
2006-08-03,1.102661,0.711429,1.003442,1.726926,1.000000,1.000000,1.000000,1.512212,1.076506,0.981549,0.982047,1.000000,0.426822,1.000000,1.000000,1.000000,1.000000,1.323048,1.000000,1.000000,1.152550,1.202087,1.290252,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.233269,1.000000,1.000000,1.075131,1.444795,1.434922,1.530042,1.290090,0.975533
2006-08-04,1.104607,0.711429,1.003442,1.726926,1.000000,1.000000,1.000000,1.496734,1.073814,0.979867,0.980213,1.000000,0.424868,1.000000,1.000000,1.000000,1.000000,1.322643,1.000000,1.000000,1.149185,1.201665,1.286078,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.232684,1.000000,1.000000,1.078521,1.448400,1.437949,1.554198,1.295156,0.975533
2006-08-07,1.104305,0.711429,1.003442,1.726185,1.000000,1.000000,1.000000,1.490930,1.070500,0.977574,0.979601,1.000000,0.422108,1.000000,1.000000,1.000000,1.000000,1.318382,1.000000,1.000000,1.141613,1.197441,1.279399,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.228592,1.000000,1.000000,1.078631,1.453357,1.434922,1.538907,1.294044,0.975533
2006-08-08,1.103757,0.711429,1.003442,1.739525,1.000000,1.000000,1.000000,1.470290,1.066565,0.973829,0.975781,1.000000,0.419463,1.000000,1.000000,1.000000,1.000000,1.322237,1.000000,1.000000,1.135163,1.193640,1.266042,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.222942,1.000000,1.000000,1.078631,1.441415,1.424544,1.516081,1.294785,0.975533
2006-08-09,1.104821,0.711429,0.987829,1.757313,1.000000,1.000000,1.000000,1.455457,1.061802,0.970542,0.971653,1.000000,0.420038,1.000000,1.000000,1.000000,1.000000,1.322845,1.000000,1.000000,1.134041,1.187938,1.256024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.216706,1.000000,1.000000,1.079506,1.456287,1.407677,1.506772,1.294167,0.975533
2006-08-10,1.103603,0.679366,0.987829,1.753608,1.000000,1.000000,1.000000,1.468355,1.068222,0.973523,0.975169,1.000000,0.423028,1.000000,1.000000,1.000000,1.000000,1.332787,1.000000,1.000000,1.140491,1.192795,1.261659,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.221383,1.000000,1.000000,1.078959,1.425191,1.414596,1.507880,1.294044,0.975533
2006-08-11,1.101669,0.676763,0.986765,1.753608,1.000000,1.000000,1.000000,1.453307,1.063045,0.970771,0.973029,1.000000,0.420038,1.000000,1.000000,1.000000,1.000000,1.323454,1.000000,1.000000,1.133340,1.187515,1.251641,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.217583,1.000000,1.000000,1.077099,1.413024,1.410272,1.498572,1.291449,0.975533
2006-08-14,1.100979,0.676763,0.986765,1.753608,1.000000,1.000000,1.000000,1.461906,1.064494,0.971536,0.973793,1.000000,0.422798,1.000000,1.000000,1.000000,1.000000,1.324671,1.000000,1.000000,1.141192,1.189627,1.256024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.219824,1.000000,1.000000,1.075896,1.402659,1.412001,1.512978,1.289842,0.975533
2006-08-15,1.104089,0.690961,1.015151,1.761760,1.000000,1.000000,1.000000,1.492434,1.082719,0.983154,0.984951,1.000000,0.433491,1.000000,1.000000,1.000000,1.000000,1.352468,1.000000,1.000000,1.166711,1.205467,1.283156,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.235413,1.000000,1.000000,1.078521,1.397251,1.435787,1.530264,1.296515,0.975533
2006-08-16,1.107884,0.704685,1.015151,1.785478,1.000000,1.000000,1.000000,1.513933,1.097009,0.991332,0.993511,1.000000,0.443725,1.000000,1.000000,1.000000,1.000000,1.375394,1.000000,1.000000,1.184098,1.216448,1.300271,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.247494,1.000000,1.000000,1.082131,1.408067,1.443572,1.533145,1.301953,0.975533
2006-08-17,1.106919,0.704685,1.035731,1.790666,1.000000,1.000000,1.000000,1.516297,1.099701,0.993854,0.995269,1.000000,0.445335,1.000000,1.000000,1.000000,1.000000,1.368698,1.000000,1.000000,1.190687,1.218771,1.302358,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.250319,1.000000,1.000000,1.082241,1.375169,1.448329,1.530929,1.301335,0.975533
2006-08-18,1.107686,0.708116,1.035731,1.791408,1.000000,1.000000,1.000000,1.525112,1.102187,0.998899,1.000542,1.000000,0.446025,1.000000,1.000000,1.000000,1.000000,1.361597,1.000000,1.000000,1.192931,1.221939,1.304445,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.255288,1.000000,1.000000,1.083006,1.375394,1.450491,1.537799,1.303930,0.975533
2006-08-21,1.109516,0.703502,1.031118,1.769173,1.000000,1.000000,1.000000,1.508774,1.097837,0.994618,0.996873,1.000000,0.441770,1.000000,1.000000,1.000000,1.000000,1.349424,1.000000,1.000000,1.184939,1.218983,1.294218,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.250514,1.000000,1.000000,1.085631,1.406940,1.444868,1.546664,1.305783,0.975533
2006-08-22,1.109558,0.703502,1.031118,1.780290,1.000000,1.000000,1.000000,1.513717,1.096180,0.994542,0.996721,1.000000,0.441885,1.000000,1.000000,1.000000,1.000000,1.347395,1.000000,1.000000,1.185920,1.219827,1.298601,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.250904,1.000000,1.000000,1.085850,1.398152,1.444437,1.557523,1.306648,0.975533
2006-08-23,1.108492,0.703502,1.024731,1.772137,1.000000,1.000000,1.000000,1.496304,1.089760,0.991791,0.992593,1.000000,0.438551,1.000000,1.000000,1.000000,1.000000,1.328729,1.000000,1.000000,1.176105,1.213492,1.282113,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.244864,1.000000,1.000000,1.085413,1.393195,1.440111,1.545556,1.306154,0.975533
2006-08-24,1.108195,0.699598,1.025795,1.752867,1.000000,1.000000,1.000000,1.493725,1.089967,0.990950,0.993129,1.000000,0.439815,1.000000,1.000000,1.000000,1.000000,1.330149,1.000000,1.000000,1.177788,1.216026,1.282530,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.244766,1.000000,1.000000,1.085303,1.391392,1.444868,1.551539,1.306154,0.988730
2006-08-25,1.108971,0.699598,1.027215,1.752125,1.000000,1.000000,1.000000,1.496304,1.091624,0.992173,0.994275,1.000000,0.440620,1.000000,1.000000,1.000000,1.000000,1.334613,1.000000,1.000000,1.179751,1.216448,1.283782,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.245253,1.000000,1.000000,1.086396,1.391843,1.437085,1.550432,1.308008,0.988730
2006-08-28,1.108359,0.713677,1.037150,1.740267,1.000000,1.000000,1.000000,1.512212,1.098044,0.996911,0.998937,1.000000,0.443955,1.000000,1.000000,1.000000,1.000000,1.342120,1.000000,1.000000,1.191249,1.222151,1.294218,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.252463,1.000000,1.000000,1.085413,1.374493,1.447464,1.568826,1.308378,0.988730
2006-08-29,1.109276,0.713677,1.037150,1.760278,1.000000,1.000000,1.000000,1.531777,1.102187,0.998058,1.000236,1.000000,0.445335,1.000000,1.000000,1.000000,1.000000,1.348409,1.000000,1.000000,1.199100,1.225741,1.305906,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.254899,1.000000,1.000000,1.085850,1.373141,1.441409,1.569047,1.309244,0.988730
2006-08-30,1.110961,0.717582,1.049214,1.769913,1.000000,1.000000,1.000000,1.543601,1.105500,0.998669,1.000771,1.000000,0.447404,1.000000,1.000000,1.000000,1.000000,1.357337,1.000000,1.000000,1.205831,1.226163,1.313628,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.257627,1.000000,1.000000,1.087491,1.383957,1.445734,1.578355,1.310107,0.988730
2006-08-31,1.112982,0.714505,1.048149,1.778807,1.000000,1.000000,1.000000,1.542956,1.105500,0.998516,1.000160,1.000000,0.446944,1.000000,1.000000,1.000000,1.000000,1.348004,1.000000,1.000000,1.205270,1.224685,1.314672,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.257432,1.000000,1.000000,1.088913,1.403560,1.447464,1.579684,1.314557,0.988730
2006-09-01,1.113106,0.721486,1.052762,1.789925,1.000000,1.000000,1.000000,1.544031,1.111920,1.004478,1.006197,1.000000,0.449359,1.000000,1.000000,1.000000,1.000000,1.366670,1.000000,1.000000,1.210037,1.232076,1.318637,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.264739,1.000000,1.000000,1.089056,1.400180,1.449626,1.570598,1.312993,1.000948
2006-09-05,1.113899,0.723024,1.052762,1.816607,1.000000,1.000000,1.000000,1.558005,1.115648,1.006389,1.008490,1.000000,0.453729,1.000000,1.000000,1.000000,1.000000,1.383307,1.000000,1.000000,1.216066,1.235455,1.328446,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.267272,1.000000,1.000000,1.087738,1.427670,1.454816,1.586554,1.309021,1.002414
2006-09-06,1.112220,0.705632,1.040698,1.801784,1.000000,1.000000,1.000000,1.524897,1.101565,0.997523,0.999319,1.000000,0.444645,1.000000,1.000000,1.000000,1.000000,1.341917,1.000000,1.000000,1.195175,1.221728,1.302984,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.253730,1.000000,1.000000,1.087958,1.416404,1.450059,1.579019,1.309021,1.002414
2006-09-07,1.110445,0.702082,1.034666,1.803266,1.000000,1.000000,1.000000,1.511353,1.094523,0.992937,0.995269,1.000000,0.442575,1.000000,1.000000,1.000000,1.000000,1.329946,1.000000,1.000000,1.188444,1.217504,1.293383,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.249053,1.000000,1.000000,1.087628,1.380126,1.438815,1.566166,1.310386,1.002414
2006-09-08,1.110871,0.702082,1.039633,1.802525,1.000000,1.000000,1.000000,1.517157,1.099908,0.995765,0.997485,1.000000,0.445220,1.000000,1.000000,1.000000,1.000000,1.342120,1.000000,1.000000,1.193492,1.220883,1.297140,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.251586,1.000000,1.000000,1.089056,1.366381,1.447031,1.581015,1.311751,0.992151
2006-09-11,1.108539,0.704567,1.043182,1.782514,1.000000,1.000000,1.000000,1.515222,1.102808,0.996759,0.998708,1.000000,0.447979,1.000000,1.000000,1.000000,1.000000,1.312701,1.000000,1.000000,1.198960,1.220883,1.295261,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.251976,1.000000,1.000000,1.088287,1.318161,1.447896,1.586111,1.311255,0.992151
2006-09-12,1.110908,0.710483,1.064116,1.779549,1.000000,1.000000,1.000000,1.550911,1.112127,1.006542,1.008031,1.000000,0.456258,1.000000,1.000000,1.000000,1.000000,1.336033,1.000000,1.000000,1.223497,1.233766,1.321350,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.266200,1.000000,1.000000,1.090923,1.314105,1.466492,1.606500,1.313241,1.002903
2006-09-13,1.112177,0.712849,1.069793,1.779549,1.000000,1.000000,1.000000,1.564025,1.122275,1.010593,1.012158,1.000000,0.459363,1.000000,1.000000,1.000000,1.000000,1.354294,1.000000,1.000000,1.227423,1.240524,1.332203,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.272923,1.000000,1.000000,1.091801,1.320865,1.477304,1.615586,1.316717,1.006813
2006-09-14,1.109916,0.709773,1.070148,1.779549,1.000000,1.000000,1.000000,1.558435,1.120411,1.010669,1.012617,1.000000,0.459823,1.000000,1.000000,1.000000,1.000000,1.343540,1.000000,1.000000,1.229105,1.238201,1.326777,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.270195,1.000000,1.000000,1.090264,1.288643,1.480763,1.606943,1.313366,1.006813
2006-09-15,1.110307,0.710956,1.070148,1.798819,1.000000,1.000000,1.000000,1.562089,1.124346,1.013041,1.015062,1.000000,0.461468,1.000000,1.000000,1.000000,1.000000,1.348206,1.000000,1.000000,1.232334,1.240946,1.329490,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.273215,1.000000,1.000000,1.089934,1.293375,1.485288,1.619797,1.312496,1.008279
2006-09-18,1.111483,0.710128,1.070148,1.824760,1.000000,1.000000,1.000000,1.561659,1.125382,1.014423,1.016285,1.000000,0.461583,1.000000,1.000000,1.000000,1.000000,1.369916,1.000000,1.000000,1.234300,1.242002,1.329490,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.274190,1.000000,1.000000,1.089714,1.312077,1.483547,1.608273,1.312745,1.009257
2006-09-19,1.111483,0.710128,1.067310,1.826242,1.000000,1.000000,1.000000,1.554780,1.121447,1.011890,1.013687,1.000000,0.458477,1.000000,1.000000,1.000000,1.000000,1.352873,1.000000,1.000000,1.225737,1.239890,1.324272,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.270877,1.000000,1.000000,1.092240,1.282560,1.486157,1.620240,1.317833,1.009257
2006-09-20,1.113457,0.710128,1.067310,1.825501,1.000000,1.000000,1.000000,1.575634,1.130352,1.017264,1.018501,1.000000,0.465150,1.000000,1.000000,1.000000,1.000000,1.368496,1.000000,1.000000,1.243426,1.247070,1.338048,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.278477,1.000000,1.000000,1.093448,1.290221,1.496160,1.616694,1.319943,1.012189
2006-09-21,1.116701,0.710128,1.074761,1.838842,1.000000,1.000000,1.000000,1.558650,1.122068,1.012350,1.014221,1.000000,0.462274,1.000000,1.000000,1.000000,1.000000,1.344149,1.000000,1.000000,1.235002,1.239468,1.325107,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.270487,1.000000,1.000000,1.098170,1.305768,1.485722,1.598743,1.327888,1.007302
2006-09-22,1.116796,0.710128,1.065536,1.824019,1.000000,1.000000,1.000000,1.538011,1.116062,1.009280,1.011088,1.000000,0.458707,1.000000,1.000000,1.000000,1.000000,1.329744,1.000000,1.000000,1.224333,1.234822,1.312793,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.994782,1.000000,1.267272,1.000000,1.000000,1.098830,1.318161,1.488331,1.602954,1.328633,1.007302
2006-09-25,1.118759,0.707052,1.080084,1.824019,1.000000,1.000000,1.000000,1.556285,1.127725,1.017033,1.018578,1.000000,0.466760,1.000000,1.000000,1.000000,1.000000,1.342728,1.000000,1.000000,1.240477,1.246719,1.327403,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000401,1.000000,1.278122,1.000000,1.000000,1.101026,1.318161,1.503554,1.605370,1.330619,1.013656
