EVM,2016-09-30,0.057
EVM,2016-08-31,0.057
EVM,2016-07-29,0.057
EVM,2016-06-30,0.057
EVM,2016-05-31,0.057
EVM,2016-04-29,0.057
EVM,2016-03-31,0.057
EVM,2016-02-29,0.057
EVM,2016-01-29,0.057
EVM,2015-12-30,0.057
EVM,2015-11-30,0.057
EVM,2015-10-30,0.057
EVM,2015-09-30,0.057
EVM,2015-08-31,0.057
EVM,2015-07-31,0.057
EVM,2015-06-30,0.057
EVM,2015-05-29,0.057
EVM,2015-04-30,0.057
EVM,2015-03-31,0.057
EVM,2015-02-27,0.057
EVM,2015-01-30,0.057
EVM,2014-12-31,0.057
EVM,2014-11-28,0.057
EVM,2014-10-31,0.057
EVM,2014-09-30,0.057
EVM,2014-08-29,0.0545
EVM,2014-07-31,0.0545
EVM,2014-06-30,0.0545
EVM,2014-05-30,0.0545
EVM,2014-04-30,0.0545
EVM,2014-03-31,0.0545
EVM,2014-02-28,0.0545
EVM,2014-01-31,0.0545
EVM,2013-12-31,0.0545
EVM,2013-11-29,0.0545
EVM,2013-10-31,0.0545
EVM,2013-09-30,0.0545
EVM,2013-08-30,0.0545
EVM,2013-07-31,0.0545
EVM,2013-06-28,0.0545
EVM,2013-05-31,0.0545
EVM,2013-04-30,0.0545
EVM,2013-03-28,0.0545
EBF,2018-02-09,0.1
EBF,2018-02-09,0.2
EBF,2017-11-10,0.2
EBF,2017-08-07,0.2
EBF,2017-05-08,0.175
EBF,2017-02-08,0.175
EBF,2016-11-07,0.175
EBF,2016-08-08,1.5
EBF,2016-05-06,0.175
EBF,2016-02-05,0.175
EBF,2015-11-06,0.175
EBF,2015-08-07,0.175
EBF,2015-05-04,0.175
EBF,2015-02-02,0.175
EBF,2014-11-03,0.175
EBF,2014-08-01,0.175
EBF,2014-05-02,0.175
EBF,2014-01-31,0.175
EBF,2013-11-01,0.175
EBF,2013-08-02,0.175
JKH,2017-12-26,0.251127
JKH,2017-12-26,0.251127
JKH,2017-09-29,0.300355
JKH,2017-06-30,0.181326
JKH,2017-03-30,0.178301
JKH,2016-12-28,0.416708
JKH,2016-09-30,0.143419
JKH,2016-06-27,0.148641
JKH,2016-03-30,0.136358
JKH,2015-12-31,0.302276
JKH,2015-10-01,0.101648
JKH,2015-06-30,0.108843
JKH,2015-03-31,0.076005
JKH,2014-12-31,0.311553
JKH,2014-09-30,0.153047
JKH,2014-06-30,0.317203
JKH,2014-03-31,0.151569
JKH,2013-12-30,0.179779
JKH,2013-09-30,0.212677
JKH,2013-07-02,0.08713
JKH,2013-04-01,0.040932
RIG,2015-09-23,0.15
RIG,2015-06-17,0.15
RIG,2015-03-18,0.75
RIG,2014-12-17,0.75
RIG,2014-09-17,0.75
RIG,2014-06-18,0.75
RIG,2014-03-19,0.56
RIG,2013-12-18,0.56
RIG,2013-09-18,0.56
RIG,2013-06-19,0.56
RIG,2013-06-19,0.56
OTTW,2017-12-13,0.04
OTTW,2017-09-13,0.04
OTTW,2017-06-14,0.04
OTTW,2017-03-15,0.04
GSBD,2018-01-16,0.45
GSBD,2017-10-16,0.45
GSBD,2017-07-17,0.45
GSBD,2017-04-17,0.45
GSBD,2017-01-17,0.45
GSBD,2016-10-17,0.45
GSBD,2016-07-15,0.45
GSBD,2016-04-15,0.45
GSBD,2016-01-28,0.45
GSBD,2015-10-15,0.45
GSBD,2015-07-15,0.45
GSBD,2015-04-30,0.45
GVIP,2017-12-29,
GVIP,2017-12-29,
GVIP,2017-09-29,0.10687
GVIP,2017-06-30,0.06683
GVIP,2017-03-31,0.06568
GVIP,2016-12-30,0.03509
RWL,2018-01-02,0.2166
RWL,2017-10-06,0.21784
RWL,2017-07-11,0.20686
RWL,2017-04-10,0.18259
RWL,2017-01-04,0.20438
RWL,2016-10-11,0.1946
RWL,2016-07-11,0.15912
RWL,2016-04-08,0.18487
RWL,2016-01-04,0.02774
RWL,2016-01-04,0.22873
RWL,2015-10-09,0.17377
RWL,2015-07-10,0.17246
RWL,2015-04-09,0.17511
RWL,2015-01-05,0.0379
RWL,2015-01-05,0.15783
RWL,2014-10-09,0.14689
RWL,2014-07-10,0.16262
RWL,2014-01-03,0.19888
RWL,2013-10-09,0.13524
RWL,2013-07-10,0.13085
RWL,2013-04-09,0.12068
GSY,2018-03-07,0.0649
GSY,2018-02-07,0.0812
GSY,2018-01-02,0.2645
GSY,2017-12-07,0.0592
GSY,2017-11-07,0.055
GSY,2017-10-06,0.0636
GSY,2017-09-08,0.0663
GSY,2017-08-07,0.0576
GSY,2017-07-10,0.0525
GSY,2017-06-07,0.0629
GSY,2017-05-05,0.0567
GSY,2017-04-07,0.0582
GSY,2017-03-07,0.0491
GSY,2017-02-07,0.0593
GSY,2017-01-04,0.0472
GSY,2016-12-07,0.0505
GSY,2016-11-07,0.0496
GSY,2016-10-07,0.0513
GSY,2016-09-08,0.0516
GSY,2016-08-05,0.0466
GSY,2016-07-08,0.0517
GSY,2016-06-07,0.0548
GSY,2016-05-06,0.0561
GSY,2016-04-07,0.0589
GSY,2016-03-07,0.0497
GSY,2016-02-05,0.0379
GSY,2016-01-04,0.086
GSY,2015-12-07,0.0435
GSY,2015-11-06,0.0384
GSY,2015-10-07,0.0338
GSY,2015-09-08,0.0412
GSY,2015-08-07,0.0446
GSY,2015-07-08,0.0429
GSY,2015-06-05,0.0484
GSY,2015-05-07,0.0494
GSY,2015-04-08,0.055
GSY,2015-03-06,0.0476
GSY,2015-02-06,0.0525
GSY,2015-01-02,0.1694
GSY,2014-12-05,0.0429
GSY,2014-11-07,0.0607
GSY,2014-10-07,0.0439
GSY,2014-09-08,0.0435
GSY,2014-08-07,0.0482
GSY,2014-07-07,0.0472
GSY,2014-06-06,0.0459
GSY,2014-04-07,0.0407
GSY,2014-03-07,0.0326
GSY,2014-02-07,0.0315
GSY,2014-01-02,0.017
GSY,2014-01-02,0.0076
GSY,2014-01-02,0.0664
GSY,2013-12-06,0.039
GSY,2013-11-07,0.042
GSY,2013-10-07,0.037
GSY,2013-09-09,0.038
GSY,2013-08-07,0.042
GSY,2013-07-05,0.039
GSY,2013-06-07,0.047
GSY,2013-05-07,0.055
GSY,2013-04-05,0.051
CHU,2017-06-20,
CHU,2016-06-20,0.23457
CHU,2015-06-22,0.294273
CHU,2014-05-27,0.234075
CHU,2013-06-24,0.174165
NRP,2018-02-14,0.45
NRP,2017-11-14,0.45
NRP,2017-08-14,0.45
NRP,2017-05-12,0.45
NRP,2017-02-14,0.45
NRP,2016-11-14,0.45
NRP,2016-08-12,0.45
NRP,2016-05-13,0.45
NRP,2016-02-12,0.045
NRP,2015-11-13,0.045
NRP,2015-08-14,0.09
NRP,2015-05-14,0.09
NRP,2015-02-13,0.35
NRP,2014-11-14,0.35
NRP,2014-08-14,0.35
NRP,2014-05-14,0.35
NRP,2014-01-31,0.35
NRP,2013-11-14,0.55
NRP,2013-08-14,0.55
NRP,2013-05-14,0.55
SPIB,2018-03-07,0.074587
SPIB,2018-02-07,0.06673
SPIB,2017-12-28,0.11112
SPIB,2017-12-11,0.077445
SPIB,2017-11-09,0.077158
SPIB,2017-10-10,0.077125
SPIB,2017-09-12,0.076714
SPIB,2017-08-09,0.075824
SPIB,2017-07-12,0.076979
SPIB,2017-06-09,0.076111
SPIB,2017-05-09,0.077543
SPIB,2017-04-11,0.075925
SPIB,2017-03-09,0.078313
SPIB,2017-02-09,0.074272
SPIB,2017-01-06,0.074544
SPIB,2016-12-09,0.07395
SPIB,2016-11-09,0.073839
SPIB,2016-10-11,0.075612
SPIB,2016-09-12,0.075283
SPIB,2016-08-09,0.076333
SPIB,2016-07-12,0.078157
SPIB,2016-06-09,0.075866
SPIB,2016-05-10,0.07676
SPIB,2016-04-11,0.075431
SPIB,2016-03-09,0.077547
SPIB,2016-02-09,0.076458
SPIB,2016-01-07,0.002008
SPIB,2016-01-07,0.076678
SPIB,2015-12-09,0.076726
SPIB,2015-11-10,0.075383
SPIB,2015-10-09,0.076032
SPIB,2015-09-10,0.074152
SPIB,2015-08-11,0.073417
SPIB,2015-07-10,0.073947
SPIB,2015-06-09,0.072215
SPIB,2015-05-11,0.074679
SPIB,2015-04-10,0.074887
SPIB,2015-03-10,0.077513
SPIB,2015-02-10,0.073141
SPIB,2015-01-07,0.073832
SPIB,2014-12-09,0.075113
SPIB,2014-11-12,0.074447
SPIB,2014-10-09,0.07575
SPIB,2014-09-10,0.074307
SPIB,2014-08-11,0.075091
SPIB,2014-07-10,0.075835
SPIB,2014-06-10,0.076407
SPIB,2014-04-09,0.075118
SPIB,2014-03-11,0.07792
SPIB,2014-02-11,0.075651
SPIB,2014-01-07,0.010387
SPIB,2014-01-07,0.064913
SPIB,2014-01-07,0.075775
SPIB,2013-12-10,0.077912
SPIB,2013-11-12,0.076384
SPIB,2013-10-09,0.078458
SPIB,2013-09-11,0.077468
SPIB,2013-08-09,0.076207
SPIB,2013-07-10,0.078032
SPIB,2013-06-11,0.077573
SPIB,2013-05-09,0.079734
SPIB,2013-04-09,0.079695
IR,2018-03-30,0.45
IR,2017-12-29,0.45
IR,2017-09-29,0.45
IR,2017-06-30,0.4
IR,2017-03-31,0.4
IR,2016-12-30,0.4
IR,2016-09-30,0.32
IR,2016-06-30,0.32
IR,2016-03-31,0.32
IR,2015-12-31,0.29
IR,2015-09-30,0.29
IR,2015-06-30,0.29
IR,2015-03-31,0.29
IR,2014-12-31,0.25
IR,2014-09-30,0.25
IR,2014-06-30,0.25
IR,2014-03-31,0.25
IR,2013-12-01,
IR,2013-11-15,0.21
IR,2013-09-30,0.21
IR,2013-06-28,0.21
SSW-H,2018-01-30,0.492188
SSW-H,2017-10-30,0.492188
SSW-H,2017-07-31,0.4921875
SSW-H,2017-05-01,0.4921875
SSW-H,2017-01-30,0.4921875
SSW-H,2016-10-31,0.432031
FRC-F,2017-12-29,0.35625
FRC-F,2017-09-29,0.35625
FRC-F,2017-06-30,0.35625
FRC-F,2017-03-30,0.35625
FRC-F,2016-12-30,0.35625
FRC-F,2016-09-30,0.35625
FRC-F,2016-06-30,0.35625
FRC-F,2016-03-30,0.35625
FRC-F,2015-12-30,0.35625
FRC-F,2015-09-30,0.35625
FRC-F,2015-06-30,0.130625
CDW,2018-03-12,0.21
CDW,2017-12-11,0.21
CDW,2017-09-11,0.16
CDW,2017-06-12,0.16
CDW,2017-03-10,0.16
CDW,2016-12-12,0.16
CDW,2016-09-12,0.1075
CDW,2016-06-10,0.1075
CDW,2016-03-10,0.1075
CDW,2015-12-10,0.1075
CDW,2015-09-10,0.0675
CDW,2015-06-10,0.0675
CDW,2015-03-10,0.0675
CDW,2014-12-10,0.0675
CDW,2014-09-10,0.0425
CDW,2014-06-10,0.0425
CDW,2014-03-10,0.0425
CDW,2013-12-02,0.0425
GRNB,2018-03-07,0.0234
GRNB,2018-02-07,0.0267
GRNB,2018-01-03,0.003
GRNB,2018-01-03,0.003
GRNB,2018-01-03,0.0202
GRNB,2017-12-07,0.1047
GRNB,2017-12-07,0.1047
GRNB,2017-11-07,0.0251
GRNB,2017-10-06,0.0212
GRNB,2017-09-08,0.0173
GRNB,2017-08-07,0.024
GRNB,2017-07-10,0.0156
GRNB,2017-06-07,0.0241
GRNB,2017-05-05,0.0237
GRNB,2017-04-07,0.0165
DHXM,2018-03-12,0.02
DHXM,2017-12-18,0.02
DHXM,2017-10-25,0.02
DHXM,2017-06-20,0.019
DHXM,2017-03-17,0.019
DHXM,2016-12-16,0.018
DHXM,2016-10-21,0.018
DHXM,2016-06-20,0.016
DHXM,2016-03-21,0.016
EAI,2018-03-01,0.3046875
EAI,2017-09-01,0.3046875
EAI,2016-12-01,0.35546875
EAI,2016-12-01,0.35546875
IDE,2018-01-16,0.29
IDE,2017-10-16,0.29
IDE,2017-07-17,0.29
IDE,2017-04-17,0.29
IDE,2017-01-17,0.29
IDE,2016-10-17,0.365
IDE,2016-07-15,0.365
IDE,2016-04-15,0.365
IDE,2016-01-15,0.365
IDE,2015-10-15,0.365
IDE,2015-07-15,0.405
IDE,2015-04-15,0.405
IDE,2015-01-15,0.405
IDE,2014-10-15,0.405
IDE,2014-07-16,0.405
IDE,2014-04-15,0.405
IDE,2014-01-15,0.405
IDE,2013-10-15,0.405
IDE,2013-07-15,0.405
IDE,2013-04-15,0.405
AMG,2018-02-23,0.3
AMG,2017-11-22,0.2
AMG,2017-08-24,0.2
AMG,2017-05-25,0.2
AMG,2017-02-23,0.2
INDF,2017-12-28,0.71619
INDF,2017-12-28,0.46913
INDF,2017-12-28,0.11333
INDF,2017-09-29,0.10033
INDF,2017-06-30,0.116616
INDF,2017-03-30,0.102712
INDF,2016-12-29,0.11716
INDF,2016-09-30,0.093267
INDF,2016-06-27,0.109582
UYM,2018-01-04,0.113644
UYM,2017-10-05,0.079831
UYM,2017-06-29,0.067766
UYM,2017-03-30,0.023082
UYM,2016-12-30,0.090106
UYM,2016-09-29,0.06966
UYM,2016-06-30,0.064592
UYM,2016-04-01,0.047072
UYM,2015-12-31,0.101544
UYM,2015-10-01,
UYM,2015-07-02,
UYM,2015-04-02,0.049621
UYM,2014-12-31,0.086783
UYM,2014-10-02,0.021307
UYM,2014-07-03,0.068474
UYM,2014-04-01,0.035085
UYM,2013-12-31,0.03675
UYM,2013-12-24,0.797462
UYM,2013-12-24,0.996273
UYM,2013-10-01,0.00969
UYM,2013-07-02,0.152529
UYM,2013-03-26,0.04471
FLQE,2017-12-28,0.571882
FLQE,2017-06-27,0.289255
FLQE,2016-12-28,0.093195
ISG,2018-01-16,0.382812
ISG,2017-10-16,0.382812
ISG,2017-07-17,0.382812
ISG,2017-04-17,0.382812
ISG,2017-01-17,0.382812
ISG,2016-10-17,0.382812
ISG,2016-07-15,0.382812
ISG,2016-04-15,0.382812
ISG,2016-01-15,0.382812
ISG,2015-10-15,0.382812
ISG,2015-07-15,0.3828125
ISG,2015-04-15,0.3828125
ISG,2015-01-15,0.3828125
ISG,2014-10-15,0.3828125
ISG,2014-07-15,0.3828125
ISG,2014-04-15,0.3828125
ISG,2014-01-15,0.3828125
ISG,2013-10-15,0.3828125
ISG,2013-07-15,0.3828125
ISG,2013-04-15,0.3828125
AXE,2014-01-02,5
HEWI,2018-01-04,0.113556
HEWI,2018-01-04,0.113556
HEWI,2017-12-08,
HEWI,2017-07-12,0.414605
HEWI,2017-01-04,0.062747
HEWI,2016-12-08,2.087305
HEWI,2016-12-08,2.398385
HEWI,2016-07-12,0.639757
HEWI,2016-01-04,0.071229
HEWI,2015-12-08,0.294065
HEWI,2015-12-08,0.441098
CIGI,2018-01-10,0.05
CIGI,2017-07-12,0.05
CIGI,2017-01-11,0.05
CIGI,2016-07-08,0.05
CIGI,2016-01-08,0.04
CIGI,,
CIGI,,
CIGI,2015-04-07,0.1
CIGI,2015-01-07,0.1
CIGI,2014-10-06,0.1
CIGI,2014-07-09,0.1
CIGI,2014-04-09,0.1
CIGI,2014-01-08,0.1
CIGI,2013-10-09,0.1
CIGI,2013-07-10,0.1
MITT-B,2018-03-19,0.5
MITT-B,2017-12-18,0.5
MITT-B,2017-09-18,0.5
MITT-B,2017-06-19,0.5
MITT-B,2017-03-17,0.5
MITT-B,2016-12-19,0.5
MITT-B,2016-09-19,0.5
MITT-B,2016-06-17,0.5
MITT-B,2016-03-17,0.5
MITT-B,2015-12-17,0.5
MITT-B,2015-09-17,0.5
MITT-B,2015-06-17,0.5
MITT-B,2015-03-17,0.5
MITT-B,2014-12-17,0.5
MITT-B,2014-09-17,0.5
MITT-B,2014-06-17,0.5
MITT-B,2014-03-17,0.5
MITT-B,2013-12-17,0.5
MITT-B,2013-09-17,0.5
MITT-B,2013-06-17,0.5
QXMI,2017-12-26,0.0782
QXMI,2017-12-26,0.4894
QXMI,2017-09-26,0.2227
QXMI,2017-06-26,0.0743
QXMI,2017-04-26,0.2167
QXMI,2017-04-26,0.2167
BSCJ,2018-03-07,0.0279
BSCJ,2018-02-07,0.0357
BSCJ,2018-01-02,0.0025
BSCJ,2018-01-02,0.0082
BSCJ,2018-01-02,0.0025
BSCJ,2018-01-02,0.0082
BSCJ,2017-12-07,0.0297
BSCJ,2017-11-07,0.0296
BSCJ,2017-10-06,0.0315
BSCJ,2017-09-08,0.0308
BSCJ,2017-08-07,0.0305
BSCJ,2017-07-10,0.0298
BSCJ,2017-06-07,0.0331
BSCJ,2017-05-05,0.0282
BSCJ,2017-04-07,0.0297
BSCJ,2017-03-07,0.0263
BSCJ,2017-02-07,0.0343
BSCJ,2017-01-04,0.0268
BSCJ,2017-01-04,0.0079
BSCJ,2016-12-07,0.0322
BSCJ,2016-11-07,0.0298
BSCJ,2016-10-07,0.0323
BSCJ,2016-09-08,0.0358
BSCJ,2016-08-05,0.0321
BSCJ,2016-07-08,0.0335
BSCJ,2016-06-07,0.0355
BSCJ,2016-05-06,0.0325
BSCJ,2016-04-07,0.036
BSCJ,2016-03-07,0.0349
BSCJ,2016-02-05,0.0307
BSCJ,2016-01-04,0.0003
BSCJ,2016-01-04,0.0085
BSCJ,2016-01-04,0.0369
BSCJ,2015-12-07,0.0349
BSCJ,2015-11-06,0.0339
BSCJ,2015-10-07,0.034
BSCJ,2015-09-08,0.0351
BSCJ,2015-08-07,0.0354
BSCJ,2015-07-08,0.0374
BSCJ,2015-06-05,0.0337
BSCJ,2015-05-07,0.0338
BSCJ,2015-04-08,0.0374
BSCJ,2015-03-06,0.0321
BSCJ,2015-02-06,0.0326
BSCJ,2015-01-05,0.0094
BSCJ,2015-01-05,0.0046
BSCJ,2015-01-05,0.0408
BSCJ,2014-12-05,0.0336
BSCJ,2014-11-07,0.0365
BSCJ,2014-10-07,0.0378
BSCJ,2014-09-08,0.0329
BSCJ,2014-08-07,0.0378
BSCJ,2014-07-07,0.037
BSCJ,2014-06-06,0.0372
BSCJ,2014-04-07,0.0378
BSCJ,2014-03-07,0.0336
BSCJ,2014-02-07,0.0363
BSCJ,2014-01-02,0.0069
BSCJ,2014-01-02,0.0365
BSCJ,2013-12-06,0.034
BSCJ,2013-11-07,0.034
BSCJ,2013-10-07,0.034
BSCJ,2013-09-09,0.037
BSCJ,2013-08-07,0.039
BSCJ,2013-07-05,0.031
BSCJ,2013-06-07,0.033
BSCJ,2013-05-07,0.042
BSCJ,2013-04-05,0.032
SECT,2018-01-08,0.0878
SECT,2017-10-16,0.0493
AAP,2018-01-05,0.06
AAP,2017-10-06,0.06
AAP,2017-07-07,0.06
AAP,2017-04-07,0.06
AAP,2017-01-06,0.06
AAP,2016-10-07,0.06
AAP,2016-07-01,0.06
AAP,2016-04-01,0.06
AAP,2016-01-08,0.06
AAP,2015-10-02,0.06
AAP,2015-07-02,0.06
AAP,2015-04-03,0.06
AAP,2015-01-09,0.06
AAP,2014-10-03,0.06
AAP,2014-07-02,0.06
AAP,2014-04-04,0.06
AAP,2014-01-03,0.06
AAP,2013-10-04,0.06
AAP,2013-07-05,0.06
AAP,2013-04-05,0.06
QMN,2018-01-03,
QMN,2017-01-04,0.34781
QMN,2016-01-05,
QMN,2015-01-05,0.34001
QMN,2014-01-03,0.21833
IPKW,2017-12-29,0.23605
