LMBS,2018-02-28,0.1175
LMBS,2018-01-31,0.1175
LMBS,2017-12-29,0.1175
LMBS,2017-11-30,0.1175
LMBS,2017-11-01,0.1175
LMBS,2017-09-29,0.1175
LMBS,2017-08-31,0.1175
LMBS,2017-07-31,0.1175
LMBS,2017-06-30,0.1175
LMBS,2017-05-31,0.1175
LMBS,2017-04-28,0.1175
LMBS,2017-03-31,0.1175
LMBS,2017-02-28,0.1175
LMBS,2017-01-31,0.1175
LMBS,2016-12-30,0.1175
LMBS,2016-11-30,0.1175
LMBS,2016-10-31,0.1175
LMBS,2016-09-30,0.1175
LMBS,2016-08-31,0.1175
LMBS,2016-07-29,0.1275
LMBS,2016-06-30,0.1275
LMBS,2016-05-31,0.1275
LMBS,2016-04-29,0.1275
LMBS,2016-03-31,0.1275
LMBS,2016-02-29,0.1275
LMBS,2016-01-29,0.1275
LMBS,2015-12-31,0.1275
LMBS,2015-11-30,0.1275
LMBS,2015-10-30,0.1275
LMBS,2015-09-30,0.1275
LMBS,2015-08-31,0.1275
LMBS,2015-07-31,0.1275
LMBS,2015-06-30,0.1275
CCOR,2018-01-05,0.106929
CCOR,2017-10-05,0.090629
CCOR,2017-07-06,0.0331
CCOR,2017-07-06,0.033113
OCSI,2017-12-29,0.19
OCSI,2017-09-29,0.19
OCSI,2017-06-30,0.19
OCSI,2017-02-28,0.075
OCSI,2017-01-31,0.075
OCSI,2016-12-30,0.075
OCSI,2016-11-30,0.075
OCSI,2016-10-31,0.075
OCSI,2016-09-30,0.075
OCSI,2016-08-31,0.075
OCSI,2016-07-29,0.075
OCSI,2016-06-30,0.075
OCSI,2016-05-31,0.075
OCSI,2016-04-29,0.075
OCSI,2016-03-31,0.075
OCSI,2016-02-16,0.075
OCSI,2016-01-15,0.075
OCSI,2015-12-22,0.075
OCSI,2015-11-16,0.075
OCSI,2015-10-15,0.075
OCSI,2015-09-15,0.075
OCSI,2015-08-17,0.1
OCSI,2015-07-15,0.1
OCSI,2015-06-15,0.1
OCSI,2015-05-15,0.1
OCSI,2015-04-15,0.3
OCSI,2015-01-15,0.3
OCSI,2014-10-15,0.3
OCSI,2014-07-15,0.27
OCSI,2014-04-15,0.23
OCSI,2014-01-31,0.2
OCSI,2013-10-31,0.01
SMN,2018-01-04,
SMN,2017-10-05,
EEV,2018-01-04,
EEV,2017-10-05,
KCAP,2018-01-25,0.1
KCAP,2017-10-26,0.12
KCAP,2017-07-27,0.12
KCAP,2017-04-28,0.12
KCAP,2017-01-27,0.12
KCAP,2016-10-27,0.15
KCAP,2016-07-28,0.15
KCAP,2016-04-28,0.15
KCAP,2016-01-28,0.15
KCAP,2015-10-27,0.21
KCAP,2015-07-27,0.21
KCAP,2015-04-27,0.21
KCAP,2015-01-29,0.25
KCAP,2014-10-29,0.25
KCAP,2014-07-25,0.25
KCAP,2014-04-25,0.25
KCAP,2014-01-27,0.25
KCAP,2013-10-29,0.25
KCAP,2013-07-26,0.28
KCAP,2013-04-26,0.28
IUSV,2017-12-26,0.267742
IUSV,2017-09-29,0.322911
IUSV,2017-06-30,0.258346
IUSV,2017-03-30,0.222341
IUSV,2016-12-29,0.282108
IUSV,2016-09-30,0.234847
IUSV,2016-07-12,0.826492
IUSV,2016-03-30,0.838438
IUSV,2015-12-31,0.852085
IUSV,2015-10-01,0.682418
IUSV,2015-07-09,0.976917
IUSV,2015-03-31,0.729021
IUSV,2014-12-31,0.735586
IUSV,2014-09-30,0.635177
IUSV,2014-07-09,0.592699
IUSV,2014-03-31,0.57704
IUSV,2013-12-30,0.780968
IUSV,2013-09-30,0.517838
IUSV,2013-07-09,0.603508
IUSV,2013-04-01,0.502236
PGX,2018-02-28,0.06936
PGX,2018-01-31,0.06797
PGX,2017-12-29,0.068
PGX,2017-11-30,0.06813
PGX,2017-10-31,0.07189
PGX,2017-09-29,0.07078
PGX,2017-08-31,0.06975
PGX,2017-07-31,0.07106
PGX,2017-06-30,0.07129
PGX,2017-05-31,0.07076
PGX,2017-04-28,0.06957
PGX,2017-03-31,0.06918
PGX,2017-02-28,0.07
PGX,2017-01-31,0.07002
PGX,2016-12-30,0.07275
PGX,2016-11-30,0.07014
PGX,2016-10-31,0.06808
PGX,2016-09-30,0.07057
PGX,2016-08-31,0.07
PGX,2016-07-29,0.07
PGX,2016-06-30,0.07435
PGX,2016-05-31,0.0715
PGX,2016-04-29,0.07311
PGX,2016-03-31,0.07279
PGX,2016-02-29,0.07148
PGX,2016-01-29,0.07167
PGX,2015-12-31,0.07208
PGX,2015-11-30,0.07175
PGX,2015-10-30,0.07024
PGX,2015-09-30,0.07209
PGX,2015-08-31,0.07373
PGX,2015-07-31,0.07381
PGX,2015-06-30,0.07392
PGX,2015-05-29,0.07358
PGX,2015-04-30,0.07328
PGX,2015-03-31,0.07249
PGX,2015-02-27,0.07312
PGX,2015-01-30,0.07332
PGX,2014-12-31,0.07293
PGX,2014-11-28,0.07232
PGX,2014-10-31,0.07217
PGX,2014-09-30,0.074
PGX,2014-08-29,0.07313
PGX,2014-07-31,0.07312
PGX,2014-06-30,0.07371
PGX,2014-05-30,0.07402
PGX,2014-03-31,0.07263
PGX,2014-02-28,0.0736
PGX,2014-01-31,0.07373
PGX,2013-12-31,0.07385
PGX,2013-11-29,0.07402
PGX,2013-10-31,0.074
PGX,2013-09-30,0.076
PGX,2013-08-30,0.076
PGX,2013-07-31,0.076
PGX,2013-06-28,0.07501
PGX,2013-05-31,0.07523
PGX,2013-04-30,0.07748
PGX,2013-03-28,0.0778
C-J,2018-01-02,0.4453125
C-J,2017-10-02,0.4453125
C-J,2017-06-30,0.4453125
C-J,2017-03-30,0.4453125
C-J,2016-12-30,0.4453125
C-J,2016-09-30,0.4453125
C-J,2016-06-30,0.4453125
C-J,2016-03-30,0.4453125
C-J,2015-12-30,0.4453125
C-J,2015-09-30,0.4453125
C-J,2015-06-30,0.4453125
C-J,2015-03-30,0.4453125
C-J,2014-12-30,0.4453125
C-J,2014-09-30,0.4453125
C-J,2014-06-30,0.4453125
C-J,2014-03-31,0.4453125
C-J,2013-12-30,0.4997396
REET,2018-01-04,0.017609
REET,2018-01-04,0.017609
REET,2017-12-28,0.01811
REET,2017-12-28,0.01811
REET,2017-12-28,0.23552
REET,2017-12-28,0.23552
REET,2017-09-29,0.221457
REET,2017-06-26,0.263438
REET,2017-03-30,0.246591
REET,2016-12-29,0.033712
REET,2016-12-29,0.51244
REET,2016-09-30,0.268041
REET,2016-06-27,0.263299
REET,2016-03-30,0.277268
REET,2015-12-28,0.219224
REET,2015-10-01,0.234244
REET,2015-06-30,0.243932
REET,2015-03-31,0.200877
REET,2014-12-29,0.255096
REET,2014-10-01,0.189571
RFCI,2018-02-23,0.04238
RFCI,2018-01-25,0.04614
RFCI,2017-12-28,0.06247
RFCI,2017-11-22,0.0479
RFCI,2017-10-25,0.04336
RFCI,2017-09-27,0.0508
RFCI,2017-08-30,0.04765
RFCI,2017-07-26,0.04441
RFCI,2017-06-28,0.04262
RFCI,2017-05-24,0.043
RFCI,2017-04-26,0.03747
RFCI,2017-03-29,0.0465
RFCI,2017-02-23,0.03507
RFCI,2017-01-25,
RFCI,2016-12-29,0.042
RFCI,2016-11-23,0.038455
RFCI,2016-10-26,0.058715
RFCI,2016-09-28,0.041611
RFCI,2016-08-31,0.124636
RFCI,2016-07-27,0.176425
WPZ,2018-02-09,0.6
WPZ,2017-11-10,0.6
WPZ,2017-08-11,0.6
WPZ,2017-05-12,0.6
WPZ,2017-02-10,0.85
WPZ,2016-11-14,0.85
WPZ,2016-08-12,0.85
WPZ,2016-05-13,0.85
WPZ,2016-02-12,0.85
WPZ,2015-11-13,0.85
WPZ,2015-08-13,0.85
WPZ,2015-05-14,0.85
WPZ,2015-02-13,0.85
WPZ,2014-11-14,0.615
WPZ,2014-08-14,0.595
WPZ,2014-05-15,0.575
WPZ,2014-02-14,0.555
WPZ,2013-11-14,0.535
WPZ,2013-08-14,0.485
WPZ,2013-05-15,0.4675
EVM,2018-02-28,0.0395
EVM,2018-01-31,0.0487
EVM,2018-01-31,0.0487
EVM,2017-12-29,0.0487
EVM,2017-12-29,0.0487
EVM,2017-11-30,0.0487
EVM,2017-11-30,0.0487
EVM,2017-10-31,0.0487
EVM,2017-10-31,0.0487
EVM,2017-09-29,0.0487
EVM,2017-08-31,0.0487
EVM,2017-07-31,0.0487
EVM,2017-06-30,0.0487
EVM,2017-05-31,0.0487
EVM,2017-04-28,0.0487
EVM,2017-03-31,0.0487
EVM,2017-02-28,0.0487
EVM,2017-01-31,0.0487
EVM,2016-12-30,0.0487
EVM,2016-11-30,0.0487
EVM,2016-10-31,0.0487
