Date,Optimal,FSEAX,VOO,BND,ONEQ,AGG,GLD,LQD
2006-05-01,1.097613,1.872195,1.000000,1.000000,1.267021,1.056828,1.468229,1.264510
2006-05-02,1.099797,1.892948,1.000000,1.000000,1.269963,1.057909,1.499549,1.266462
2006-05-03,1.099410,1.910736,1.000000,1.000000,1.268561,1.057152,1.497521,1.266462
2006-05-04,1.100728,1.912960,1.000000,1.000000,1.277948,1.056611,1.520505,1.265974
2006-05-05,1.102947,1.924077,1.000000,1.000000,1.288873,1.058556,1.531996,1.267438
2006-05-08,1.103255,1.952983,1.000000,1.000000,1.289714,1.059314,1.522307,1.269024
2006-05-09,1.104713,1.951500,1.000000,1.000000,1.286352,1.058773,1.570077,1.269512
2006-05-10,1.104223,1.952242,1.000000,1.000000,1.275846,1.057584,1.585849,1.270366
2006-05-11,1.102297,1.948535,1.000000,1.000000,1.249232,1.056936,1.600496,1.268170
2006-05-12,1.099948,1.925559,1.000000,1.000000,1.234803,1.054667,1.602524,1.264998
2006-05-15,1.096538,1.869230,1.000000,1.000000,1.230601,1.055314,1.518927,1.266096
2006-05-16,1.099538,1.842548,1.000000,1.000000,1.223877,1.060502,1.545967,1.270731
2006-05-17,1.096343,1.861078,1.000000,1.000000,1.207347,1.057476,1.535602,1.266706
2006-05-18,1.097963,1.861078,1.000000,1.000000,1.200483,1.061907,1.520054,1.274757
2006-05-19,1.096443,1.818831,1.000000,1.000000,1.206927,1.061690,1.477693,1.274148
2006-05-22,1.095293,1.741008,1.000000,1.000000,1.196841,1.061907,1.471384,1.274879
2006-05-23,1.094552,1.749902,1.000000,1.000000,1.189837,1.058990,1.495719,1.274025
2006-05-24,1.093176,1.746196,1.000000,1.000000,1.195440,1.059205,1.443443,1.275368
2006-05-25,1.094436,1.723961,1.000000,1.000000,1.210009,1.059096,1.457864,1.273659
2006-05-26,1.097010,1.748420,1.000000,1.000000,1.215332,1.063635,1.466877,1.273781
2006-05-30,1.094049,1.746937,1.000000,1.000000,1.192078,1.061259,1.467102,1.270976
2006-05-31,1.092475,1.746937,1.000000,1.000000,1.197682,1.058881,1.447274,1.268536
2006-06-01,1.092659,1.743973,1.000000,1.000000,1.220655,1.058045,1.409644,1.270753
2006-06-02,1.097805,1.758055,1.000000,1.000000,1.222756,1.066183,1.430825,1.278715
2006-06-05,1.093681,1.728408,1.000000,1.000000,1.195580,1.062710,1.426093,1.274796
2006-06-06,1.094175,1.720255,1.000000,1.000000,1.192078,1.065532,1.409419,1.277612
2006-06-07,1.091731,1.720255,1.000000,1.000000,1.185355,1.062168,1.403335,1.274183
2006-06-08,1.091528,1.609821,1.000000,1.000000,1.179751,1.065748,1.372465,1.278348
2006-06-09,1.091608,1.620939,1.000000,1.000000,1.175409,1.067268,1.362100,1.279695
2006-06-12,1.087788,1.610562,1.000000,1.000000,1.151736,1.064012,1.352636,1.276266
2006-06-13,1.084515,1.566092,1.000000,1.000000,1.140669,1.067051,1.260027,1.277612
2006-06-14,1.082738,1.587586,1.000000,1.000000,1.149214,1.063036,1.253267,1.272101
2006-06-15,1.085577,1.606115,1.000000,1.000000,1.180172,1.061300,1.291573,1.269529
2006-06-16,1.084776,1.606115,1.000000,1.000000,1.171338,1.060649,1.299685,1.267813
2006-06-19,1.081779,1.622421,1.000000,1.000000,1.162505,1.057828,1.269941,1.266221
2006-06-20,1.082413,1.593515,1.000000,1.000000,1.160121,1.058479,1.291122,1.265241
2006-06-21,1.084613,1.596480,1.000000,1.000000,1.178910,1.058805,1.314331,1.263649
2006-06-22,1.081355,1.620197,1.000000,1.000000,1.168814,1.054248,1.300811,1.260710
2006-06-23,1.081514,1.615750,1.000000,1.000000,1.169095,1.054791,1.306670,1.258626
2006-06-26,1.081112,1.629091,1.000000,1.000000,1.174984,1.051753,1.313204,1.258626
2006-06-27,1.080116,1.632056,1.000000,1.000000,1.156756,1.054682,1.299685,1.256667
2006-06-28,1.079657,1.632056,1.000000,1.000000,1.162786,1.053597,1.296530,1.253849
2006-06-29,1.086424,1.672079,1.000000,1.000000,1.198399,1.057286,1.341145,1.260464
2006-06-30,1.088626,1.672079,1.000000,1.000000,1.196156,1.057177,1.379675,1.267446
2006-07-03,1.090824,1.725443,1.000000,1.000000,1.206112,1.058790,1.401082,1.265884
2006-07-05,1.087425,1.715067,1.000000,1.000000,1.187042,1.055630,1.408292,1.257886
2006-07-06,1.089060,1.715067,1.000000,1.000000,1.186902,1.056611,1.420009,1.264162
2006-07-07,1.089817,1.723220,1.000000,1.000000,1.172600,1.060532,1.411221,1.268959
2006-07-10,1.089454,1.737302,1.000000,1.000000,1.166151,1.061513,1.397476,1.270558
2006-07-11,1.092281,1.732855,1.000000,1.000000,1.171199,1.063256,1.437810,1.272527
2006-07-12,1.092356,1.732855,1.000000,1.000000,1.151849,1.063909,1.462821,1.274618
2006-07-13,1.091567,1.691350,1.000000,1.000000,1.131798,1.064781,1.477017,1.274496
2006-07-14,1.091810,1.691350,1.000000,1.000000,1.122264,1.066196,1.483776,1.275604
2006-07-17,1.089375,1.691350,1.000000,1.000000,1.121002,1.063909,1.440964,1.276956
2006-07-18,1.087588,1.691350,1.000000,1.000000,1.124928,1.063146,1.417305,1.270313
2006-07-19,1.092287,1.661703,1.000000,1.000000,1.145819,1.067286,1.442767,1.276095
2006-07-20,1.090614,1.686903,1.000000,1.000000,1.123666,1.068375,1.409193,1.281631
2006-07-21,1.088616,1.689867,1.000000,1.000000,1.111187,1.067722,1.390491,1.280647
2006-07-24,1.090566,1.689867,1.000000,1.000000,1.135584,1.069356,1.377648,1.281017
2006-07-25,1.090925,1.700985,1.000000,1.000000,1.141192,1.068483,1.386886,1.280032
2006-07-26,1.091895,1.704691,1.000000,1.000000,1.140632,1.069138,1.397026,1.282739
2006-07-27,1.092352,1.704691,1.000000,1.000000,1.130676,1.070880,1.417305,1.280771
2006-07-28,1.095794,1.729890,1.000000,1.000000,1.153111,1.073167,1.422037,1.285692
2006-07-31,1.095302,1.731373,1.000000,1.000000,1.151989,1.071861,1.423164,1.285937
2006-08-01,1.096337,1.731373,1.000000,1.000000,1.135584,1.074476,1.449301,1.287742
2006-08-02,1.097825,1.726925,1.000000,1.000000,1.144838,1.074913,1.458991,1.289967
2006-08-03,1.097938,1.726925,1.000000,1.000000,1.152550,1.075132,1.444795,1.290090
2006-08-04,1.099773,1.726925,1.000000,1.000000,1.149185,1.078522,1.448400,1.295156
2006-08-07,1.099303,1.726185,1.000000,1.000000,1.141613,1.078632,1.453357,1.294043
2006-08-08,1.098526,1.739526,1.000000,1.000000,1.135164,1.078632,1.441415,1.294785
2006-08-09,1.099348,1.757314,1.000000,1.000000,1.134042,1.079506,1.456287,1.294168
2006-08-10,1.098376,1.753608,1.000000,1.000000,1.140491,1.078960,1.425191,1.294043
2006-08-11,1.096341,1.753608,1.000000,1.000000,1.133341,1.077100,1.413024,1.291449
2006-08-14,1.095850,1.753608,1.000000,1.000000,1.141192,1.075897,1.402659,1.289842
2006-08-15,1.099406,1.761761,1.000000,1.000000,1.166711,1.078522,1.397251,1.296515
2006-08-16,1.103274,1.785478,1.000000,1.000000,1.184098,1.082132,1.408067,1.301952
2006-08-17,1.102465,1.790667,1.000000,1.000000,1.190687,1.082241,1.375169,1.301335
2006-08-18,1.103269,1.791408,1.000000,1.000000,1.192931,1.083008,1.375394,1.303929
2006-08-21,1.105040,1.769172,1.000000,1.000000,1.184939,1.085632,1.406940,1.305784
2006-08-22,1.105016,1.780290,1.000000,1.000000,1.185920,1.085851,1.398152,1.306648
2006-08-23,1.103841,1.772137,1.000000,1.000000,1.176105,1.085413,1.393195,1.306154
2006-08-24,1.103767,1.752866,1.000000,1.000000,1.177788,1.085304,1.391392,1.306154
2006-08-25,1.104580,1.752126,1.000000,1.000000,1.179751,1.086397,1.391843,1.308007
2006-08-28,1.104373,1.740267,1.000000,1.000000,1.191249,1.085413,1.374493,1.308379
2006-08-29,1.105262,1.760278,1.000000,1.000000,1.199100,1.085851,1.373141,1.309243
2006-08-30,1.106948,1.769914,1.000000,1.000000,1.205831,1.087492,1.383957,1.310109
2006-08-31,1.108824,1.778808,1.000000,1.000000,1.205270,1.088914,1.403560,1.314557
2006-09-01,1.108940,1.789925,1.000000,1.000000,1.210037,1.089056,1.400180,1.312994
2006-09-05,1.109548,1.816608,1.000000,1.000000,1.216066,1.087739,1.427670,1.309021
2006-09-06,1.107601,1.801784,1.000000,1.000000,1.195174,1.087959,1.416404,1.309021
2006-09-07,1.105765,1.803266,1.000000,1.000000,1.188444,1.087629,1.380126,1.310386
2006-09-08,1.106315,1.802525,1.000000,1.000000,1.193492,1.089056,1.366381,1.311751
2006-09-11,1.104403,1.782513,1.000000,1.000000,1.198960,1.088288,1.318161,1.311254
2006-09-12,1.107279,1.779549,1.000000,1.000000,1.223497,1.090924,1.314105,1.313240
2006-09-13,1.108614,1.779549,1.000000,1.000000,1.227424,1.091801,1.320865,1.316716
2006-09-14,1.106471,1.779549,1.000000,1.000000,1.229105,1.090265,1.288643,1.313365
2006-09-15,1.106738,1.798819,1.000000,1.000000,1.232334,1.089935,1.293375,1.312497
2006-09-18,1.107672,1.824760,1.000000,1.000000,1.234301,1.089715,1.312077,1.312745
2006-09-19,1.107527,1.826242,1.000000,1.000000,1.225737,1.092241,1.282560,1.317834
2006-09-20,1.109845,1.825501,1.000000,1.000000,1.243426,1.093449,1.290221,1.319943
2006-09-21,1.112711,1.838842,1.000000,1.000000,1.235002,1.098171,1.305768,1.327888
2006-09-22,1.112691,1.824019,1.000000,1.000000,1.224333,1.098830,1.318161,1.328632
2006-09-25,1.114960,1.824019,1.000000,1.000000,1.240478,1.101027,1.318161,1.330618
2006-09-26,1.115062,1.815125,1.000000,1.000000,1.246795,1.100917,1.323569,1.326895
2006-09-27,1.115953,1.828466,1.000000,1.000000,1.248761,1.100478,1.347679,1.326275
2006-09-28,1.116350,1.832172,1.000000,1.000000,1.251849,1.100807,1.347228,1.326646
2006-09-29,1.115248,1.829949,1.000000,1.000000,1.246374,1.099928,1.340018,1.326025
2006-10-02,1.114847,1.835137,1.000000,1.000000,1.235143,1.100965,1.332808,1.328207
2006-10-03,1.113262,1.835137,1.000000,1.000000,1.237389,1.100744,1.286841,1.329082
2006-10-04,1.117058,1.834395,1.000000,1.000000,1.264625,1.105046,1.270167,1.335439
2006-10-05,1.116211,1.834395,1.000000,1.000000,1.271925,1.101627,1.282560,1.331075
2006-10-06,1.113578,1.847737,1.000000,1.000000,1.268696,1.097547,1.284137,1.323595
2006-10-09,1.115126,1.813643,1.000000,1.000000,1.275715,1.099862,1.288869,1.324593
2006-10-10,1.112697,1.813643,1.000000,1.000000,1.277540,1.095562,1.284362,1.318732
2006-10-11,1.111466,1.813643,1.000000,1.000000,1.273750,1.094348,1.281658,1.315740
2006-10-12,1.114576,1.841066,1.000000,1.000000,1.296072,1.095452,1.295403,1.318857
2006-10-13,1.114217,1.855890,1.000000,1.000000,1.300283,1.092695,1.319739,1.313994
2006-10-16,1.116196,1.861819,1.000000,1.000000,1.304916,1.094459,1.333258,1.317236
2006-10-17,1.115800,1.855148,1.000000,1.000000,1.293124,1.096113,1.321541,1.319730
2006-10-18,1.116431,1.852925,1.000000,1.000000,1.290877,1.097437,1.320189,1.322473
2006-10-19,1.116544,1.858854,1.000000,1.000000,1.292702,1.096886,1.338666,1.318234
2006-10-20,1.115822,1.858854,1.000000,1.000000,1.291158,1.096554,1.324470,1.318732
2006-10-23,1.114034,1.866266,1.000000,1.000000,1.300283,1.093356,1.301487,1.315740
2006-10-24,1.114820,1.878865,1.000000,1.000000,1.295089,1.094569,1.310725,1.317985
2006-10-25,1.117507,1.887760,1.000000,1.000000,1.300564,1.097216,1.324020,1.323595
2006-10-26,1.120945,1.901842,1.000000,1.000000,1.313480,1.100965,1.335962,1.327833
2006-10-27,1.121214,1.892207,1.000000,1.000000,1.297475,1.103171,1.338441,1.332073
2006-10-30,1.122346,1.884795,1.000000,1.000000,1.304074,1.103391,1.349707,1.333320
2006-10-31,1.125100,1.896654,1.000000,1.000000,1.305197,1.107471,1.357368,1.339304
2006-11-01,1.126019,1.896654,1.000000,1.000000,1.286666,1.109376,1.382605,1.343725
2006-11-02,1.126128,1.927783,1.000000,1.000000,1.288771,1.108157,1.395223,1.342098
2006-11-03,1.123051,1.939642,1.000000,1.000000,1.287929,1.102399,1.403785,1.332705
2006-11-06,1.124296,1.939642,1.000000,1.000000,1.307162,1.102399,1.394547,1.334208
2006-11-07,1.126470,1.961876,1.000000,1.000000,1.310952,1.105168,1.397927,1.338966
2006-11-08,1.127429,1.961876,1.000000,1.000000,1.316849,1.108157,1.376972,1.340594
2006-11-09,1.129073,1.968547,1.000000,1.000000,1.312778,1.108489,1.418432,1.341971
2006-11-10,1.130605,1.974476,1.000000,1.000000,1.319798,1.110926,1.408067,1.345602
2006-11-13,1.130435,1.974476,1.000000,1.000000,1.329484,1.109597,1.401307,1.344727
2006-11-14,1.131853,1.978183,1.000000,1.000000,1.343523,1.111148,1.388689,1.346855
2006-11-15,1.131375,1.981888,1.000000,1.000000,1.351385,1.109044,1.393420,1.343349
2006-11-16,1.130472,1.983370,1.000000,1.000000,1.353771,1.108047,1.381478,1.341470
2006-11-17,1.132318,1.988559,1.000000,1.000000,1.350402,1.110926,1.392068,1.345854
2006-11-20,1.133041,1.986335,1.000000,1.000000,1.354755,1.111702,1.391843,1.346855
2006-11-21,1.134394,1.996712,1.000000,1.000000,1.355878,1.113141,1.403109,1.348733
2006-11-22,1.136031,2.028582,1.000000,1.000000,1.362896,1.114691,1.408292,1.350235
2006-11-24,1.137155,2.026359,1.000000,1.000000,1.360932,1.115023,1.430825,1.352365
2006-11-27,1.134870,2.019688,1.000000,1.000000,1.330326,1.114470,1.435331,1.352490
2006-11-28,1.136246,1.993006,1.000000,1.000000,1.332432,1.117460,1.432402,1.354994
2006-11-29,1.136085,2.025617,1.000000,1.000000,1.343944,1.115799,1.423164,1.353742
2006-11-30,1.139166,2.050817,1.000000,1.000000,1.342962,1.119232,1.450879,1.358876
2006-12-01,1.139232,2.051558,1.000000,1.000000,1.333415,1.121322,1.444795,1.360473
2006-12-04,1.141534,2.050076,1.000000,1.000000,1.353632,1.122433,1.444795,1.363616
2006-12-05,1.141105,2.070829,1.000000,1.000000,1.354755,1.121767,1.437810,1.362987
2006-12-06,1.139205,2.082687,1.000000,1.000000,1.352086,1.120878,1.412573,1.359593
2006-12-07,1.138289,2.078241,1.000000,1.000000,1.343383,1.119877,1.413474,1.360222
2006-12-08,1.136147,2.050812,1.000000,1.000000,1.344927,1.117542,1.398152,1.355193
2006-12-11,1.137265,2.051596,1.000000,1.000000,1.349700,1.117319,1.409869,1.358209
2006-12-12,1.138177,2.037490,1.000000,1.000000,1.342400,1.120432,1.408743,1.361102
2006-12-13,1.136028,2.031221,1.000000,1.000000,1.343804,1.116986,1.407841,1.354311
2006-12-14,1.136023,2.066486,1.000000,1.000000,1.356158,1.115429,1.399730,1.353055
2006-12-15,1.135152,2.079808,1.000000,1.000000,1.358407,1.115207,1.374493,1.352804
2006-12-18,1.134620,2.090779,1.000000,1.000000,1.346319,1.115874,1.375394,1.352928
2006-12-19,1.135186,2.063351,1.000000,1.000000,1.343087,1.116653,1.392519,1.352677
2006-12-20,1.135139,2.096264,1.000000,1.000000,1.343087,1.116208,1.388463,1.353683
2006-12-21,1.135595,2.094697,1.000000,1.000000,1.334513,1.118432,1.383055,1.357203
2006-12-22,1.134435,2.100182,1.000000,1.000000,1.327907,1.117430,1.389139,1.352928
2006-12-26,1.135309,2.104885,1.000000,1.000000,1.334654,1.117097,1.396575,1.354438
2006-12-27,1.134722,2.131528,1.000000,1.000000,1.345476,1.114074,1.401983,1.350109
2006-12-28,1.134133,2.148769,1.000000,1.000000,1.340698,1.112623,1.417305,1.347331
2006-12-29,1.133967,2.155038,1.000000,1.000000,1.336059,1.112511,1.424290,1.346699
2007-01-03,1.133914,2.184817,1.000000,1.000000,1.337746,1.114854,1.403335,1.343796
2007-01-04,1.136710,2.143283,1.000000,1.000000,1.355876,1.117197,1.389139,1.353895
2007-01-05,1.134138,2.132312,1.000000,1.000000,1.344634,1.116416,1.355791,1.353012
2007-01-08,1.134733,2.118207,1.000000,1.000000,1.347163,1.117086,1.362776,1.352632
2007-01-09,1.135455,2.110370,1.000000,1.000000,1.352645,1.117086,1.371113,1.352885
2007-01-10,1.134760,2.073538,1.000000,1.000000,1.357985,1.115859,1.365255,1.351117
2007-01-11,1.134512,2.074322,1.000000,1.000000,1.372462,1.113739,1.366156,1.346952
2007-01-12,1.135889,2.093129,1.000000,1.000000,1.382300,1.112176,1.400856,1.345563
2007-01-16,1.136549,2.136230,1.000000,1.000000,1.380895,1.113627,1.396350,1.347078
2007-01-17,1.135842,2.133880,1.000000,1.000000,1.370213,1.112957,1.411447,1.345184
2007-01-18,1.135239,2.141716,1.000000,1.000000,1.350958,1.114520,1.402884,1.349098
2007-01-19,1.135816,2.135447,1.000000,1.000000,1.354050,1.114074,1.419558,1.348340
2007-01-22,1.135147,2.135447,1.000000,1.000000,1.343790,1.114631,1.413249,1.349224
2007-01-23,1.135326,2.159740,1.000000,1.000000,1.344211,1.112511,1.447274,1.345563
2007-01-24,1.136797,2.187168,1.000000,1.000000,1.362061,1.112176,1.449527,1.346195
2007-01-25,1.133987,2.153471,1.000000,1.000000,1.344071,1.110726,1.443443,1.341902
2007-01-26,1.134036,2.129961,1.000000,1.000000,1.347022,1.110615,1.445922,1.341019
2007-01-29,1.133027,2.129961,1.000000,1.000000,1.346602,1.109164,1.436908,1.340388
2007-01-30,1.134728,2.147986,1.000000,1.000000,1.351380,1.110837,1.447048,1.342281
2007-01-31,1.136998,2.147986,1.000000,1.000000,1.360374,1.111729,1.460793,1.347961
2007-02-01,1.138084,2.149552,1.000000,1.000000,1.368386,1.112324,1.469581,1.347416
2007-02-02,1.138129,2.173845,1.000000,1.000000,1.368386,1.113891,1.448400,1.348685
2007-02-05,1.138913,2.184033,1.000000,1.000000,1.365716,1.115684,1.449076,1.350459
2007-02-06,1.140711,2.209110,1.000000,1.000000,1.365716,1.117812,1.459892,1.354009
2007-02-07,1.142047,2.218513,1.000000,1.000000,1.374992,1.119157,1.456287,1.355911
2007-02-08,1.143287,2.223215,1.000000,1.000000,1.374851,1.119829,1.476341,1.357432
2007-02-09,1.140900,2.216163,1.000000,1.000000,1.358969,1.117253,1.489860,1.351727
2007-02-12,1.139565,2.202841,1.000000,1.000000,1.352223,1.116132,1.479721,1.351980
2007-02-13,1.139986,2.186384,1.000000,1.000000,1.359110,1.116020,1.483551,1.351093
2007-02-14,1.144311,2.212244,1.000000,1.000000,1.374570,1.120278,1.495493,1.358827
2007-02-15,1.145854,2.242023,1.000000,1.000000,1.380754,1.121845,1.496395,1.361363
2007-02-16,1.146285,2.248292,1.000000,1.000000,1.380333,1.122629,1.495268,1.362756
2007-02-20,1.146486,2.249860,1.000000,1.000000,1.388766,1.123190,1.471609,1.364912
2007-02-21,1.148369,2.257696,1.000000,1.000000,1.391858,1.123078,1.517575,1.364024
2007-02-22,1.147342,2.274937,1.000000,1.000000,1.394107,1.120838,1.513069,1.362123
2007-02-23,1.149288,2.278855,1.000000,1.000000,1.391858,1.123527,1.525913,1.366560
2007-02-26,1.150783,2.287475,1.000000,1.000000,1.384549,1.125991,1.534475,1.372138
2007-02-27,1.146599,2.172278,1.000000,1.000000,1.333249,1.130583,1.473862,1.377463
2007-02-28,1.146947,2.167576,1.000000,1.000000,1.334092,1.129800,1.497972,1.374929
2007-03-01,1.145819,2.145634,1.000000,1.000000,1.328329,1.129620,1.483100,1.375195
2007-03-02,1.143630,2.097048,1.000000,1.000000,1.307528,1.131981,1.435557,1.379015
2007-03-05,1.141151,2.013197,1.000000,1.000000,1.295160,1.131308,1.417981,1.376978
2007-03-06,1.143110,2.071971,1.000000,1.000000,1.317226,1.130520,1.445471,1.371757
2007-03-07,1.143505,2.091562,1.000000,1.000000,1.312728,1.131419,1.448851,1.373031
2007-03-08,1.144151,2.133096,1.000000,1.000000,1.318913,1.130407,1.452907,1.374813
2007-03-09,1.142462,2.144851,1.000000,1.000000,1.320459,1.127258,1.447724,1.371248
2007-03-12,1.144891,2.179331,1.000000,1.000000,1.326924,1.130745,1.450428,1.374177
2007-03-13,1.143294,2.123692,1.000000,1.000000,1.299798,1.133669,1.435782,1.374941
2007-03-14,1.143547,2.115856,1.000000,1.000000,1.310339,1.132319,1.440739,1.373667
2007-03-15,1.143508,2.115856,1.000000,1.000000,1.315258,1.131082,1.441640,1.373921
2007-03-16,1.143039,2.115856,1.000000,1.000000,1.310193,1.131195,1.456061,1.368574
2007-03-19,1.143573,2.166793,1.000000,1.000000,1.321589,1.130407,1.458765,1.366029
2007-03-20,1.145550,2.166793,1.000000,1.000000,1.329890,1.131532,1.470707,1.369721
2007-03-21,1.149238,2.220865,1.000000,1.000000,1.355634,1.132993,1.483100,1.373795
2007-03-22,1.147811,2.219297,1.000000,1.000000,1.354791,1.130857,1.481749,1.369975
2007-03-23,1.146219,2.226350,1.000000,1.000000,1.354369,1.129283,1.468004,1.366411
2007-03-26,1.147115,2.239672,1.000000,1.000000,1.356479,1.128608,1.483551,1.368957
2007-03-27,1.146416,2.237321,1.000000,1.000000,1.348038,1.128832,1.480396,1.368701
2007-03-28,1.146054,2.213812,1.000000,1.000000,1.339034,1.129395,1.488283,1.367812
2007-03-29,1.144726,2.245941,1.000000,1.000000,1.335939,1.127595,1.479270,1.366156
2007-03-30,1.144916,2.244374,1.000000,1.000000,1.338471,1.127595,1.481298,1.365646
2007-04-02,1.145745,2.252995,1.000000,1.000000,1.339034,1.129052,1.483776,1.366440
2007-04-03,1.146482,2.281989,1.000000,1.000000,1.354791,1.127923,1.483326,1.365673
2007-04-04,1.148313,2.318038,1.000000,1.000000,1.357464,1.129165,1.505408,1.366824
2007-04-05,1.148119,2.318038,1.000000,1.000000,1.364498,1.128149,1.506534,1.364011
2007-04-09,1.145815,2.343898,1.000000,1.000000,1.365483,1.123858,1.499099,1.359533
2007-04-10,1.147726,2.358787,1.000000,1.000000,1.369422,1.125552,1.513294,1.362346
2007-04-11,1.145402,2.366624,1.000000,0.997341,1.357604,1.124874,1.511492,1.359790
2007-04-12,1.147021,2.369758,1.000000,0.997209,1.370547,1.126230,1.509464,1.361835
2007-04-13,1.146753,2.367407,1.000000,0.995614,1.377159,1.124423,1.528616,1.359533
2007-04-16,1.149721,2.402671,1.000000,0.996545,1.391228,1.126681,1.541235,1.360685
2007-04-17,1.152273,2.385431,1.000000,0.999070,1.390946,1.129955,1.532222,1.368102
2007-04-18,1.153815,2.390133,1.000000,1.000929,1.389822,1.131648,1.540784,1.368486
2007-04-19,1.152267,2.336845,1.000000,1.000532,1.384475,1.131197,1.521631,1.369382
2007-04-20,1.154063,2.376028,1.000000,1.000266,1.397418,1.130633,1.547994,1.368998
2007-04-23,1.154897,2.376028,1.000000,1.001595,1.395448,1.131761,1.538080,1.372963
2007-04-24,1.155735,2.397186,1.000000,1.003189,1.396011,1.132326,1.526138,1.376416
2007-04-25,1.156466,2.405806,1.000000,1.002392,1.408109,1.132778,1.529743,1.374497
2007-04-26,1.154102,2.397970,1.000000,1.000266,1.413878,1.130633,1.506760,1.371556
2007-04-27,1.154487,2.382296,1.000000,1.000000,1.414862,1.130407,1.522307,1.371173
2007-04-30,1.156058,2.363489,1.000000,1.003323,1.397137,1.134245,1.511717,1.377823
2007-05-01,1.155304,2.365840,1.000000,1.002750,1.398684,1.133588,1.502704,1.377052
2007-05-02,1.156681,2.383864,1.000000,1.002883,1.415145,1.133928,1.502028,1.376666
2007-05-03,1.156789,2.410508,1.000000,1.002218,1.417817,1.132682,1.520730,1.374740
2007-05-04,1.159023,2.440287,1.000000,1.003016,1.421194,1.134155,1.536503,1.378080
2007-05-07,1.159966,2.459878,1.000000,1.003681,1.420490,1.135289,1.537855,1.379749
2007-05-08,1.159079,2.452042,1.000000,1.003815,1.420490,1.134042,1.529518,1.378978
2007-05-09,1.157870,2.473200,1.000000,1.002616,1.423867,1.132682,1.519829,1.376795
2007-05-10,1.156029,2.454392,1.000000,1.003549,1.402061,1.134609,1.487156,1.377438
2007-05-11,1.156130,2.487306,1.000000,1.002218,1.415988,1.132342,1.497296,1.376024
2007-05-14,1.155198,2.512383,1.000000,1.001552,1.407969,1.132568,1.493465,1.374611
2007-05-15,1.153683,2.486522,1.000000,1.001152,1.395308,1.132114,1.499324,1.371527
2007-05-16,1.154546,2.514733,1.000000,1.001552,1.407969,1.132342,1.478143,1.374740
2007-05-17,1.152200,2.522570,1.000000,1.000088,1.405437,1.130415,1.465976,1.370629
2007-05-18,1.150664,2.521002,1.000000,0.997691,1.413174,1.127128,1.476341,1.366774
2007-05-21,1.153279,2.546080,1.000000,0.999022,1.424992,1.129395,1.479721,1.368572
2007-05-22,1.151415,2.564887,1.000000,0.997424,1.430338,1.127128,1.469130,1.364205
2007-05-23,1.150804,2.568805,1.000000,0.996626,1.428087,1.126222,1.476791,1.362920
2007-05-24,1.148443,2.533541,1.000000,0.996492,1.402623,1.126674,1.458991,1.364591
2007-05-25,1.149219,2.543729,1.000000,0.996626,1.414301,1.126108,1.463272,1.363691
2007-05-29,1.148752,2.560185,1.000000,0.995294,1.421757,1.124974,1.466201,1.360993
2007-05-30,1.150271,2.560185,1.000000,0.996226,1.433856,1.126335,1.458315,1.362021
2007-05-31,1.150228,2.605637,1.000000,0.995428,1.439060,1.123840,1.476791,1.360865
2007-06-01,1.149825,2.634632,1.000000,0.993130,1.446235,1.122680,1.497071,1.355650
2007-06-04,1.151182,2.650305,1.000000,0.994198,1.447080,1.124046,1.499324,1.357844
2007-06-05,1.148594,2.658141,1.000000,0.992595,1.444407,1.120859,1.495493,1.353456
2007-06-06,1.148332,2.633065,1.000000,0.993531,1.433433,1.121314,1.496395,1.354618
2007-06-07,1.138443,2.618959,1.000000,0.986584,1.408391,1.113575,1.470482,1.340161
2007-06-08,1.138138,2.638550,1.000000,0.986451,1.421897,1.112209,1.447048,1.340807
2007-06-11,1.137949,2.636199,1.000000,0.985381,1.421616,1.113005,1.457864,1.336676
2007-06-12,1.131607,2.636199,1.000000,0.980572,1.409658,1.106403,1.444344,1.329448
2007-06-13,1.135554,2.683218,1.000000,0.982843,1.426680,1.108111,1.454033,1.335257
2007-06-14,1.136791,2.701243,1.000000,0.981507,1.436950,1.110274,1.455611,1.334870
2007-06-15,1.142120,2.737290,1.000000,0.986451,1.453420,1.114257,1.461244,1.340161
2007-06-18,1.142477,2.781958,1.000000,0.985381,1.455109,1.115054,1.463497,1.340031
2007-06-19,1.146735,2.795280,1.000000,0.990057,1.452435,1.118583,1.475439,1.348681
2007-06-20,1.141460,2.792146,1.000000,0.985248,1.439484,1.115168,1.458089,1.342227
2007-06-21,1.141248,2.829761,1.000000,0.985783,1.447086,1.113802,1.454709,1.338742
2007-06-22,1.142014,2.797631,1.000000,0.987252,1.430615,1.116420,1.459666,1.342356
2007-06-25,1.142577,2.794497,1.000000,0.989924,1.423156,1.117444,1.451780,1.343905
2007-06-26,1.141129,2.774905,1.000000,0.989523,1.423437,1.116078,1.433529,1.343647
2007-06-27,1.143531,2.755314,1.000000,0.990324,1.442299,1.118241,1.434655,1.343647
2007-06-28,1.143327,2.774122,1.000000,0.988989,1.443706,1.117444,1.447950,1.342227
2007-06-29,1.145785,2.774122,1.000000,0.992328,1.438076,1.119607,1.448175,1.349842
2007-07-02,1.149359,2.807035,1.000000,0.994780,1.456095,1.122591,1.465074,1.346497
2007-07-03,1.148587,2.857188,1.000000,0.992770,1.460459,1.121333,1.458765,1.346756
2007-07-05,1.145028,2.887751,1.000000,0.988750,1.470734,1.116646,1.451555,1.338068
