Date,Optimal,FSEAX,VOO,BND,ONEQ,AGG,GLD,LQD
2000-10-03,0.999431,0.872283,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-04,0.999431,0.872283,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-05,0.999431,0.872283,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-06,0.999525,0.893343,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-09,0.999398,0.864810,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-10,0.999368,0.858016,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-11,0.999256,0.832881,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-12,0.999186,0.817256,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-13,0.999156,0.810462,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-16,0.999174,0.814538,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-17,0.999071,0.791440,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-18,0.998992,0.773778,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-19,0.999029,0.781930,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-20,0.999150,0.809103,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-23,0.999162,0.811821,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-24,0.999201,0.820652,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-25,0.999210,0.822690,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-26,0.999192,0.818614,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-27,0.999192,0.818614,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-30,0.999101,0.798234,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-10-31,0.999098,0.797555,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-01,0.999195,0.819294,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-02,0.999247,0.830843,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-03,0.999292,0.841033,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-06,0.999283,0.838995,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-07,0.999337,0.851223,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-08,0.999334,0.850544,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-09,0.999334,0.850544,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-10,0.999304,0.843750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-13,0.999304,0.843750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-14,0.999237,0.828805,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-15,0.999231,0.827446,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-16,0.999207,0.822011,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-17,0.999207,0.822011,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-20,0.999126,0.803669,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-21,0.999126,0.803669,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-22,0.999038,0.783968,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-24,0.999074,0.792120,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-27,0.999132,0.805027,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-28,0.999089,0.795516,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-29,0.999089,0.795516,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-11-30,0.998938,0.761549,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-01,0.999001,0.775815,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-04,0.998971,0.769022,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-05,0.999020,0.779891,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-06,0.999020,0.779891,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-07,0.999020,0.779891,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-08,0.999113,0.800951,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-11,0.999113,0.800951,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-12,0.999113,0.800951,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-13,0.999213,0.823370,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-14,0.999165,0.812500,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-15,0.999065,0.790082,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-18,0.999080,0.793479,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-19,0.999077,0.792799,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-20,0.999011,0.777853,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-21,0.998968,0.768343,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-22,0.998962,0.766984,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-26,0.998941,0.762228,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-27,0.998935,0.760870,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-28,0.998935,0.760870,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2000-12-29,0.999005,0.776495,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-02,0.999014,0.778533,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-03,0.999014,0.778533,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-04,0.999147,0.808424,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-05,0.999147,0.808424,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-08,0.999147,0.808424,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-09,0.999228,0.826766,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-10,0.999204,0.821332,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-11,0.999141,0.807065,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-12,0.999141,0.807065,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-16,0.999141,0.807065,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-17,0.999141,0.807065,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-18,0.999313,0.845788,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-19,0.999404,0.866169,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-22,0.999419,0.869565,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-23,0.999410,0.867527,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-24,0.999416,0.868886,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-25,0.999416,0.868886,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-26,0.999349,0.853940,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-29,0.999349,0.853940,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-30,0.999340,0.851902,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-01-31,0.999434,0.872962,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-01,0.999434,0.872962,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-02,0.999434,0.872962,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-05,0.999434,0.872962,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-06,0.999319,0.847147,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-07,0.999295,0.841712,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-08,0.999307,0.844430,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-09,0.999307,0.844430,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-12,0.999307,0.844430,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-13,0.999352,0.854620,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-14,0.999352,0.854620,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-15,0.999365,0.857337,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-16,0.999343,0.852582,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-20,0.999331,0.849864,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-21,0.999286,0.839674,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-22,0.999286,0.839674,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-23,0.999286,0.839674,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-26,0.999219,0.824728,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-27,0.999183,0.816576,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-02-28,0.999183,0.816576,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-01,0.999183,0.816576,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-02,0.999183,0.816576,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-05,0.999183,0.816576,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-06,0.999129,0.804348,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-07,0.999129,0.804348,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-08,0.999153,0.809783,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-09,0.999104,0.798913,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-12,0.998917,0.756794,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-13,0.998953,0.764946,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-14,0.998953,0.764946,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-15,0.998998,0.775136,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-16,0.998998,0.775136,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-19,0.998947,0.763587,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-20,0.998896,0.752038,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-21,0.998862,0.744565,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-22,0.998781,0.726223,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-23,0.998841,0.739810,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-26,0.998908,0.754756,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-27,0.998856,0.743207,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-28,0.998838,0.739131,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-29,0.998802,0.730979,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-03-30,0.998829,0.737093,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-02,0.998772,0.724185,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-03,0.998723,0.713315,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-04,0.998638,0.694294,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-05,0.998759,0.721468,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-06,0.998717,0.711957,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-09,0.998647,0.696332,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-10,0.998647,0.696332,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-11,0.998753,0.720109,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-12,0.998808,0.732337,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-16,0.998775,0.724864,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-17,0.998738,0.716712,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-18,0.998959,0.766305,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-19,0.998959,0.766305,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-20,0.998956,0.765625,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-23,0.998956,0.765625,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-24,0.998956,0.765625,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-25,0.998929,0.759511,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-26,0.998923,0.758152,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-27,0.998926,0.758832,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-04-30,0.998926,0.758832,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-01,0.998974,0.769701,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-02,0.998974,0.769701,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-03,0.999032,0.782609,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-04,0.998977,0.770381,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-07,0.998977,0.770381,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-08,0.998977,0.770381,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-09,0.998986,0.772419,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-10,0.998986,0.772419,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-11,0.999008,0.777174,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-14,0.999008,0.777174,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-15,0.999008,0.777174,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-16,0.999008,0.777174,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-17,0.999008,0.777174,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-18,0.999008,0.777174,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-21,0.999008,0.777174,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-22,0.999035,0.783288,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-23,0.999068,0.790761,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-24,0.999068,0.790761,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-25,0.999056,0.788044,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-29,0.999056,0.788044,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-30,0.999056,0.788044,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-05-31,0.999056,0.788044,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-01,0.998905,0.754076,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-04,0.998905,0.754076,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-05,0.998905,0.754076,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-06,0.998980,0.771060,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-07,0.998980,0.771060,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-08,0.999053,0.787364,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-11,0.999053,0.787364,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-12,0.999053,0.787364,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-13,0.999053,0.787364,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-14,0.998914,0.756114,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-15,0.998914,0.756114,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-18,0.998859,0.743886,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-19,0.998859,0.743886,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-20,0.998859,0.743886,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-21,0.998859,0.743886,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-22,0.998859,0.743886,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-25,0.998859,0.743886,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-26,0.998817,0.734375,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-27,0.998811,0.733016,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-28,0.998811,0.733016,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-06-29,0.998835,0.738451,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-02,0.998844,0.740489,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-03,0.998853,0.742527,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-05,0.998853,0.742527,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-06,0.998778,0.725544,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-09,0.998720,0.712636,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-10,0.998726,0.713995,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-11,0.998690,0.705843,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-12,0.998732,0.715353,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-13,0.998687,0.705163,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-16,0.998669,0.701087,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-17,0.998669,0.701087,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-18,0.998620,0.690218,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-19,0.998611,0.688179,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-20,0.998614,0.688859,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-23,0.998578,0.680707,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-24,0.998560,0.676631,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-25,0.998584,0.682065,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-26,0.998602,0.686142,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-27,0.998629,0.692256,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-30,0.998629,0.692256,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-07-31,0.998657,0.698370,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-01,0.998657,0.698370,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-02,0.998756,0.720788,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-03,0.998756,0.720788,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-06,0.998693,0.706522,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-07,0.998672,0.701767,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-08,0.998666,0.700408,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-09,0.998666,0.700408,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-10,0.998666,0.700408,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-13,0.998608,0.687500,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-14,0.998681,0.703805,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-15,0.998699,0.707881,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-16,0.998699,0.707881,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-17,0.998699,0.707881,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-20,0.998699,0.707881,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-21,0.998699,0.707881,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-22,0.998575,0.680027,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-23,0.998575,0.680027,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-24,0.998575,0.680027,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-27,0.998593,0.684104,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-28,0.998581,0.681386,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-29,0.998581,0.681386,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-30,0.998563,0.677310,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-08-31,0.998523,0.668479,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-04,0.998539,0.671875,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-05,0.998505,0.664402,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-06,0.998460,0.654212,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-07,0.998421,0.645381,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-10,0.998405,0.641984,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-17,0.998067,0.565897,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-18,0.998067,0.565897,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-19,0.998103,0.574049,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-20,0.998030,0.557745,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-21,0.997964,0.542799,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-24,0.998036,0.559103,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-25,0.998024,0.556386,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-26,0.998027,0.557065,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-27,0.998027,0.557065,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-09-28,0.998109,0.575408,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-10-01,0.998109,0.575408,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-10-02,0.998094,0.572011,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-10-03,0.998094,0.572011,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-10-04,0.998157,0.586277,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-10-05,0.998185,0.592392,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2001-10-08,0.998136,0.581522,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
