Date,Optimal,FBIOX,FNCMX,FSEAX,FSKAX,FSPSX,FXAIX,IWM,VUG,SPY,IVV,VOO,QQQ,BND,FBND,HDV,VEU,VWO,FDHY,FDIS,ONEQ,VV,VB,HNDL,WBII,PCEF,FDIV,CEFS,YLD,INKM,IYLD,FCEF,MLTI,YYY,MDIV,HIPS,CVY,GYLD,VTI,VEA,IEFA,AGG,GLD,XLF,VNQ,LQD
2005-11-02,1.071710,0.695575,1.013504,1.341058,1.000000,1.000000,1.000000,1.395065,1.069211,0.917937,0.918016,1.000000,0.450755,1.000000,1.000000,1.000000,1.000000,1.114833,1.000000,1.000000,1.176100,1.124161,1.206229,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.154663,1.000000,1.000000,1.054236,1.039432,1.298468,1.229990,1.269844
2005-11-03,1.070342,0.695575,1.033591,1.341058,1.000000,1.000000,1.000000,1.399971,1.074966,0.921858,0.922546,1.000000,0.457514,1.000000,1.000000,1.000000,1.000000,1.115232,1.000000,1.000000,1.185828,1.127914,1.207880,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.158891,1.000000,1.000000,1.050644,1.035602,1.299318,1.226381,1.265438
2005-11-04,1.070971,0.695575,1.033591,1.389080,1.000000,1.000000,1.000000,1.396985,1.075789,0.920651,0.922546,1.000000,0.459118,1.000000,1.000000,1.000000,1.000000,1.112440,1.000000,1.000000,1.189719,1.129790,1.208293,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.158795,1.000000,1.000000,1.051701,1.025462,1.301442,1.219376,1.266392
2005-11-07,1.071815,0.706697,1.041696,1.389080,1.000000,1.000000,1.000000,1.402105,1.081749,0.921556,0.922848,1.000000,0.459690,1.000000,1.000000,1.000000,1.000000,1.110845,1.000000,1.000000,1.195278,1.132084,1.212007,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.159660,1.000000,1.000000,1.051807,1.031320,1.312490,1.225107,1.267701
2005-11-08,1.074098,0.706697,1.041696,1.382630,1.000000,1.000000,1.000000,1.396985,1.077638,0.921556,0.923074,1.000000,0.459805,1.000000,1.000000,1.000000,1.000000,1.104267,1.000000,1.000000,1.193055,1.129165,1.206642,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.158987,1.000000,1.000000,1.055397,1.034475,1.308665,1.221711,1.275324
2005-11-09,1.072883,0.714151,1.040639,1.382630,1.000000,1.000000,1.000000,1.401679,1.077843,0.922763,0.923452,1.000000,0.460034,1.000000,1.000000,1.000000,1.000000,1.117424,1.000000,1.000000,1.195000,1.131250,1.209737,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.161774,1.000000,1.000000,1.052651,1.049121,1.312064,1.235510,1.268535
2005-11-10,1.075863,0.722669,1.050859,1.382630,1.000000,1.000000,1.000000,1.409146,1.089148,0.929925,0.932209,1.000000,0.465074,1.000000,1.000000,1.000000,1.000000,1.121212,1.000000,1.000000,1.205700,1.138755,1.215103,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.168693,1.000000,1.000000,1.056349,1.047319,1.338408,1.264805,1.275205
2005-11-11,1.077124,0.722669,1.053678,1.409150,1.000000,1.000000,1.000000,1.417253,1.091615,0.933092,0.934776,1.000000,0.466334,1.000000,1.000000,1.000000,1.000000,1.131778,1.000000,1.000000,1.210148,1.143550,1.221501,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.173883,1.000000,1.000000,1.057406,1.054529,1.343081,1.269900,1.276277
2005-11-14,1.074707,0.722196,1.052973,1.408433,1.000000,1.000000,1.000000,1.412132,1.091820,0.932564,0.934701,1.000000,0.466334,1.000000,1.000000,1.000000,1.000000,1.129785,1.000000,1.000000,1.209314,1.142717,1.217992,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.171481,1.000000,1.000000,1.053814,1.050473,1.343931,1.268839,1.269844
2005-11-15,1.075086,0.720895,1.046277,1.408433,1.000000,1.000000,1.000000,1.391652,1.088531,0.929171,0.930246,1.000000,0.464158,1.000000,1.000000,1.000000,1.000000,1.120016,1.000000,1.000000,1.200419,1.138130,1.208086,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.166868,1.000000,1.000000,1.055292,1.051374,1.331609,1.268202,1.273180
2005-11-16,1.077762,0.722906,1.046982,1.412733,1.000000,1.000000,1.000000,1.392078,1.090793,0.931056,0.932813,1.000000,0.467021,1.000000,1.000000,1.000000,1.000000,1.131380,1.000000,1.000000,1.201254,1.140215,1.207054,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.169078,1.000000,1.000000,1.057723,1.076611,1.324387,1.260984,1.278540
2005-11-17,1.080043,0.722906,1.062840,1.412733,1.000000,1.000000,1.000000,1.416186,1.104358,0.939726,0.939910,1.000000,0.473207,1.000000,1.000000,1.000000,1.000000,1.146133,1.000000,1.000000,1.218625,1.151681,1.225421,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.180034,1.000000,1.000000,1.058039,1.092384,1.340107,1.281788,1.280684
2005-11-18,1.080032,0.722906,1.066012,1.427785,1.000000,1.000000,1.000000,1.427067,1.107852,0.943421,0.943910,1.000000,0.474811,1.000000,1.000000,1.000000,1.000000,1.150319,1.000000,1.000000,1.224461,1.157310,1.235327,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.187626,1.000000,1.000000,1.057616,1.091933,1.346906,1.286459,1.278182
2005-11-21,1.082839,0.746096,1.073060,1.429219,1.000000,1.000000,1.000000,1.441574,1.113608,0.948171,0.950101,1.000000,0.475956,1.000000,1.000000,1.000000,1.000000,1.152113,1.000000,1.000000,1.231549,1.163774,1.247090,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.192911,1.000000,1.000000,1.060997,1.103876,1.353279,1.292827,1.282351
2005-11-22,1.084828,0.751656,1.078698,1.414884,1.000000,1.000000,1.000000,1.449255,1.117923,0.952242,0.953499,1.000000,0.477675,1.000000,1.000000,1.000000,1.000000,1.148924,1.000000,1.000000,1.237247,1.168986,1.253901,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.199543,1.000000,1.000000,1.063745,1.111311,1.365176,1.309386,1.284734
2005-11-23,1.084648,0.745623,1.081518,1.448572,1.000000,1.000000,1.000000,1.450962,1.120184,0.957746,0.959010,1.000000,0.478820,1.000000,1.000000,1.000000,1.000000,1.168860,1.000000,1.000000,1.240721,1.174198,1.257203,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.205116,1.000000,1.000000,1.063005,1.107481,1.375798,1.315117,1.283542
2005-11-25,1.085676,0.742428,1.082927,1.453589,1.000000,1.000000,1.000000,1.449894,1.122240,0.958500,0.959689,1.000000,0.479851,1.000000,1.000000,1.000000,1.000000,1.165870,1.000000,1.000000,1.243362,1.175658,1.256996,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.206750,1.000000,1.000000,1.063956,1.113565,1.378773,1.319575,1.285210
2005-11-28,1.084963,0.742428,1.071650,1.457889,1.000000,1.000000,1.000000,1.430693,1.113196,0.951714,0.953499,1.000000,0.475842,1.000000,1.000000,1.000000,1.000000,1.159290,1.000000,1.000000,1.229464,1.165859,1.238216,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.195890,1.000000,1.000000,1.062477,1.120775,1.372399,1.305140,1.289498
2005-11-29,1.083389,0.742428,1.068479,1.447855,1.000000,1.000000,1.000000,1.432827,1.112991,0.950659,0.952970,1.000000,0.473551,1.000000,1.000000,1.000000,1.000000,1.155901,1.000000,1.000000,1.226129,1.165441,1.241105,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.196083,1.000000,1.000000,1.060997,1.122127,1.371549,1.305989,1.283542
2005-11-30,1.081640,0.725509,1.068479,1.463623,1.000000,1.000000,1.000000,1.439014,1.107852,0.945532,0.946477,1.000000,0.472405,1.000000,1.000000,1.000000,1.000000,1.159490,1.000000,1.000000,1.225296,1.158145,1.245233,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.191373,1.000000,1.000000,1.058779,1.106354,1.354128,1.298134,1.281161
2005-12-01,1.083209,0.732134,1.085041,1.471508,1.000000,1.000000,1.000000,1.462482,1.123473,0.955183,0.956896,1.000000,0.481226,1.000000,1.000000,1.000000,1.000000,1.184809,1.000000,1.000000,1.245863,1.173364,1.266489,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.206269,1.000000,1.000000,1.057284,1.130464,1.361351,1.317028,1.278566
2005-12-02,1.083675,0.730360,1.088213,1.483693,1.000000,1.000000,1.000000,1.468243,1.123884,0.956389,0.958406,1.000000,0.482371,1.000000,1.000000,1.000000,1.000000,1.185606,1.000000,1.000000,1.249059,1.174198,1.265664,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.206653,1.000000,1.000000,1.057284,1.133844,1.364326,1.310447,1.278925
2005-12-05,1.083299,0.731306,1.080813,1.495161,1.000000,1.000000,1.000000,1.457788,1.119362,0.954353,0.955461,1.000000,0.478820,1.000000,1.000000,1.000000,1.000000,1.187401,1.000000,1.000000,1.240999,1.170028,1.260917,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.203963,1.000000,1.000000,1.057814,1.144209,1.361777,1.305564,1.275577
2005-12-06,1.084551,0.725035,1.082222,1.497311,1.000000,1.000000,1.000000,1.462269,1.120184,0.956162,0.957424,1.000000,0.480424,1.000000,1.000000,1.000000,1.000000,1.202153,1.000000,1.000000,1.242667,1.172947,1.261742,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.203771,1.000000,1.000000,1.059616,1.146688,1.357528,1.301318,1.278208
2005-12-07,1.083798,0.723143,1.077994,1.506629,1.000000,1.000000,1.000000,1.453308,1.115046,0.950583,0.952819,1.000000,0.479508,1.000000,1.000000,1.000000,1.000000,1.193979,1.000000,1.000000,1.236552,1.167318,1.255758,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.198677,1.000000,1.000000,1.058239,1.156377,1.346480,1.294525,1.276654
2005-12-08,1.086417,0.728230,1.075174,1.500895,1.000000,1.000000,1.000000,1.457149,1.115457,0.949980,0.951083,1.000000,0.476071,1.000000,1.000000,1.000000,1.000000,1.188796,1.000000,1.000000,1.233217,1.166901,1.256996,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.198869,1.000000,1.000000,1.063646,1.169446,1.345631,1.304290,1.279284
2005-12-09,1.085685,0.728230,1.080108,1.503118,1.000000,1.000000,1.000000,1.464402,1.118540,0.952468,0.953272,1.000000,0.477904,1.000000,1.000000,1.000000,1.000000,1.191986,1.000000,1.000000,1.239748,1.168778,1.262981,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.201657,1.000000,1.000000,1.060040,1.180712,1.355403,1.307687,1.277012
2005-12-12,1.084752,0.731070,1.080108,1.517934,1.000000,1.000000,1.000000,1.468883,1.121007,0.953373,0.955386,1.000000,0.479622,1.000000,1.000000,1.000000,1.000000,1.204945,1.000000,1.000000,1.240582,1.171697,1.265251,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.203674,1.000000,1.000000,1.057814,1.184317,1.349455,1.308536,1.274263
2005-12-13,1.085847,0.735684,1.084337,1.521638,1.000000,1.000000,1.000000,1.469096,1.124501,0.959857,0.961426,1.000000,0.481569,1.000000,1.000000,1.000000,1.000000,1.212919,1.000000,1.000000,1.243500,1.178576,1.266696,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.210498,1.000000,1.000000,1.061844,1.163813,1.366875,1.314905,1.275340
2005-12-14,1.086588,0.727047,1.084337,1.525342,1.000000,1.000000,1.000000,1.467389,1.128817,0.963627,0.965729,1.000000,0.479966,1.000000,1.000000,1.000000,1.000000,1.208134,1.000000,1.000000,1.242389,1.181078,1.269171,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.212901,1.000000,1.000000,1.064707,1.134520,1.371974,1.317452,1.281914
2005-12-15,1.085788,0.734501,1.084337,1.525342,1.000000,1.000000,1.000000,1.452455,1.126967,0.960837,0.962029,1.000000,0.480768,1.000000,1.000000,1.000000,1.000000,1.204745,1.000000,1.000000,1.240165,1.178994,1.259060,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.209825,1.000000,1.000000,1.063646,1.132041,1.364326,1.307475,1.280838
2005-12-16,1.086095,0.727993,1.078324,1.520156,1.000000,1.000000,1.000000,1.447334,1.121623,0.957745,0.959614,1.000000,0.477449,1.000000,1.000000,1.000000,1.000000,1.200160,1.000000,1.000000,1.237368,1.178160,1.254519,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.208384,1.000000,1.000000,1.063541,1.128662,1.367662,1.312145,1.286218
2005-12-19,1.085074,0.727993,1.063796,1.537195,1.000000,1.000000,1.000000,1.429414,1.112785,0.952818,0.954102,1.000000,0.469871,1.000000,1.000000,1.000000,1.000000,1.203150,1.000000,1.000000,1.220305,1.169611,1.237185,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.198197,1.000000,1.000000,1.064389,1.131591,1.355687,1.294950,1.284065
2005-12-20,1.084258,0.727993,1.063441,1.531269,1.000000,1.000000,1.000000,1.428987,1.112785,0.953727,0.955537,1.000000,0.470215,1.000000,1.000000,1.000000,1.000000,1.209131,1.000000,1.000000,1.220025,1.169820,1.239661,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.199158,1.000000,1.000000,1.064707,1.105002,1.361675,1.296648,1.285141
2005-12-21,1.085027,0.727993,1.068048,1.540158,1.000000,1.000000,1.000000,1.446268,1.117307,0.955243,0.957198,1.000000,0.472282,1.000000,1.000000,1.000000,1.000000,1.227273,1.000000,1.000000,1.225200,1.172739,1.252662,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.203483,1.000000,1.000000,1.064707,1.112438,1.365523,1.304502,1.285620
2005-12-22,1.087178,0.748817,1.075135,1.533491,1.000000,1.000000,1.000000,1.455713,1.122445,0.960246,0.961426,1.000000,0.475382,1.000000,1.000000,1.000000,1.000000,1.226077,1.000000,1.000000,1.233591,1.178604,1.259060,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.209056,1.000000,1.000000,1.067040,1.129788,1.374932,1.311933,1.285740
2005-12-23,1.089050,0.750000,1.076553,1.544604,1.000000,1.000000,1.000000,1.459139,1.123679,0.960776,0.962290,1.000000,0.475382,1.000000,1.000000,1.000000,1.000000,1.234649,1.000000,1.000000,1.235549,1.179023,1.264013,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.209825,1.000000,1.000000,1.069797,1.129337,1.376642,1.316391,1.290760
2005-12-27,1.090508,0.750000,1.065567,1.550530,1.000000,1.000000,1.000000,1.437294,1.112694,0.950999,0.952057,1.000000,0.471249,1.000000,1.000000,1.000000,1.000000,1.226270,1.000000,1.000000,1.224221,1.168549,1.249780,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.198733,1.000000,1.000000,1.072555,1.141054,1.365951,1.310439,1.296618
2005-12-28,1.090194,0.744676,1.066985,1.555715,1.000000,1.000000,1.000000,1.445860,1.114961,0.953121,0.954331,1.000000,0.470674,1.000000,1.000000,1.000000,1.000000,1.227081,1.000000,1.000000,1.228137,1.170225,1.254580,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.200473,1.000000,1.000000,1.068765,1.159757,1.362957,1.308913,1.297231
2005-12-29,1.089407,0.742783,1.061669,1.574245,1.000000,1.000000,1.000000,1.438151,1.108572,0.948876,0.949783,1.000000,0.467574,1.000000,1.000000,1.000000,1.000000,1.237023,1.000000,1.000000,1.218626,1.166244,1.250824,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.196028,1.000000,1.000000,1.069510,1.159757,1.361675,1.302155,1.293751
2005-12-30,1.089248,0.741836,1.055291,1.572021,1.000000,1.000000,1.000000,1.428942,1.102596,0.943723,0.945007,1.000000,0.464014,1.000000,1.000000,1.000000,1.000000,1.235197,1.000000,1.000000,1.211494,1.162474,1.242686,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.191584,1.000000,1.000000,1.070787,1.162235,1.354404,1.298449,1.292191
2006-01-03,1.093280,0.749763,1.073718,1.605374,1.000000,1.000000,1.000000,1.457426,1.118671,0.960322,0.961380,1.000000,0.474349,1.000000,1.000000,1.000000,1.000000,1.276181,1.000000,1.000000,1.230794,1.179023,1.263345,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.209168,1.000000,1.000000,1.071320,1.196936,1.377070,1.324610,1.299270
2006-01-04,1.095419,0.756981,1.083285,1.625386,1.000000,1.000000,1.000000,1.465351,1.127327,0.964869,0.966383,1.000000,0.479286,1.000000,1.000000,1.000000,1.000000,1.292818,1.000000,1.000000,1.243522,1.184889,1.273779,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.217960,1.000000,1.000000,1.073873,1.200991,1.375787,1.334420,1.299270
2006-01-05,1.095195,0.760175,1.089664,1.635021,1.000000,1.000000,1.000000,1.473274,1.127533,0.965476,0.967141,1.000000,0.481353,1.000000,1.000000,1.000000,1.000000,1.294035,1.000000,1.000000,1.249396,1.184680,1.277117,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.217187,1.000000,1.000000,1.073873,1.179360,1.380491,1.344666,1.300350
2006-01-06,1.096476,0.766919,1.103502,1.650585,1.000000,1.000000,1.000000,1.490837,1.138868,0.973510,0.975175,1.000000,0.490080,1.000000,1.000000,1.000000,1.000000,1.315136,1.000000,1.000000,1.265761,1.196412,1.289639,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.229168,1.000000,1.000000,1.071426,1.210455,1.388617,1.357311,1.298311
2006-01-09,1.098423,0.781945,1.109889,1.673561,1.000000,1.000000,1.000000,1.500688,1.144432,0.976011,0.977677,1.000000,0.492032,1.000000,1.000000,1.000000,1.000000,1.326498,1.000000,1.000000,1.274012,1.201439,1.300907,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.233709,1.000000,1.000000,1.072597,1.230284,1.392466,1.368865,1.298551
2006-01-10,1.096687,0.783247,1.110953,1.665409,1.000000,1.000000,1.000000,1.514181,1.144226,0.976997,0.978966,1.000000,0.492377,1.000000,1.000000,1.000000,1.000000,1.314730,1.000000,1.000000,1.274431,1.200392,1.306750,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.235448,1.000000,1.000000,1.070468,1.218116,1.393748,1.377149,1.295071
2006-01-11,1.096906,0.780052,1.116276,1.659479,1.000000,1.000000,1.000000,1.511611,1.147524,0.980104,0.981922,1.000000,0.496166,1.000000,1.000000,1.000000,1.000000,1.324063,1.000000,1.000000,1.279886,1.204582,1.308628,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.238926,1.000000,1.000000,1.069723,1.228707,1.401447,1.379329,1.292910
2006-01-12,1.097986,0.769877,1.109179,1.670597,1.000000,1.000000,1.000000,1.506256,1.141135,0.976239,0.977374,1.000000,0.493754,1.000000,1.000000,1.000000,1.000000,1.316353,1.000000,1.000000,1.273593,1.198506,1.297777,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.231873,1.000000,1.000000,1.072491,1.226453,1.391611,1.375405,1.296991
2006-01-13,1.100486,0.769522,1.109179,1.675785,1.000000,1.000000,1.000000,1.506899,1.141341,0.975329,0.976313,1.000000,0.493525,1.000000,1.000000,1.000000,1.000000,1.318179,1.000000,1.000000,1.273173,1.199973,1.299029,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.233226,1.000000,1.000000,1.075472,1.249211,1.390755,1.358401,1.300830
2006-01-17,1.099810,0.769522,1.102083,1.654291,1.000000,1.000000,1.000000,1.499832,1.137013,0.972676,0.974039,1.000000,0.490310,1.000000,1.000000,1.000000,1.000000,1.293021,1.000000,1.000000,1.264641,1.193897,1.294229,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.228878,1.000000,1.000000,1.076003,1.245155,1.376215,1.352950,1.300830
2006-01-18,1.098201,0.772007,1.091083,1.623903,1.000000,1.000000,1.000000,1.496619,1.131861,0.968811,0.970249,1.000000,0.484683,1.000000,1.000000,1.000000,1.000000,1.286325,1.000000,1.000000,1.252753,1.192641,1.293395,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.225110,1.000000,1.000000,1.077280,1.218342,1.372366,1.352732,1.300470
2006-01-19,1.099815,0.775793,1.091083,1.646879,1.000000,1.000000,1.000000,1.520606,1.138662,0.972525,0.974418,1.000000,0.488243,1.000000,1.000000,1.000000,1.000000,1.322440,1.000000,1.000000,1.263942,1.198087,1.310924,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.231776,1.000000,1.000000,1.075684,1.252591,1.368089,1.369737,1.300230
2006-01-20,1.097633,0.762068,1.075471,1.617974,1.000000,1.000000,1.000000,1.503259,1.115992,0.954789,0.956680,1.000000,0.473660,1.000000,1.000000,1.000000,1.000000,1.287340,1.000000,1.000000,1.235829,1.176510,1.293812,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.210134,1.000000,1.000000,1.076216,1.243804,1.339436,1.356438,1.301310
2006-01-23,1.098405,0.755916,1.076181,1.612044,1.000000,1.000000,1.000000,1.507970,1.116610,0.958199,0.960016,1.000000,0.473775,1.000000,1.000000,1.000000,1.000000,1.308035,1.000000,1.000000,1.234571,1.178604,1.296525,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.213709,1.000000,1.000000,1.076216,1.256647,1.342857,1.362543,1.304309
2006-01-24,1.098138,0.757336,1.083987,1.641691,1.000000,1.000000,1.000000,1.524890,1.120525,0.959185,0.960925,1.000000,0.475841,1.000000,1.000000,1.000000,1.000000,1.326092,1.000000,1.000000,1.244082,1.180071,1.312384,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.217380,1.000000,1.000000,1.074406,1.255746,1.348844,1.372789,1.301430
2006-01-25,1.096304,0.752366,1.081858,1.666891,1.000000,1.000000,1.000000,1.528744,1.115785,0.960018,0.961532,1.000000,0.473775,1.000000,1.000000,1.000000,1.000000,1.326701,1.000000,1.000000,1.239186,1.179023,1.312802,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.214675,1.000000,1.000000,1.071746,1.264984,1.351411,1.373661,1.294231
2006-01-26,1.095793,0.761122,1.092503,1.681714,1.000000,1.000000,1.000000,1.550805,1.125059,0.965324,0.967217,1.000000,0.477105,1.000000,1.000000,1.000000,1.000000,1.346990,1.000000,1.000000,1.254850,1.186775,1.329914,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.225014,1.000000,1.000000,1.068445,1.259126,1.374504,1.378239,1.292310
