Date,Optimal,FBIOX,FNCMX,FSEAX,FSKAX,FSPSX,FXAIX,IWM,VUG,SPY,IVV,VOO,QQQ,BND,FBND,HDV,VEU,VWO,FDHY,FDIS,ONEQ,VV,VB,HNDL,WBII,PCEF,FDIV,CEFS,YLD,INKM,IYLD,FCEF,MLTI,YYY,MDIV,HIPS,CVY,GYLD,VTI,VEA,IEFA,AGG,GLD,XLF,VNQ
2007-03-02,1.100470,0.741955,1.139626,2.097048,1.000000,1.000000,1.000000,1.664707,1.196454,1.070484,1.073050,1.000000,0.489331,1.000000,1.000000,1.000000,1.000000,1.511407,1.000000,1.000000,1.307528,1.322825,1.442402,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.072233,1.000000,1.357875,1.000000,1.000000,1.131982,1.435557,1.555885,1.811265
2007-03-05,1.098201,0.723734,1.126717,2.013197,1.000000,1.000000,1.000000,1.628104,1.185010,1.060294,1.061785,1.000000,0.485529,1.000000,1.000000,1.000000,1.000000,1.468047,1.000000,1.000000,1.295160,1.310030,1.411137,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.049446,1.000000,1.342142,1.000000,1.000000,1.131308,1.417981,1.531342,1.740775
2007-03-06,1.100688,0.732963,1.148233,2.071971,1.000000,1.000000,1.000000,1.672505,1.201656,1.078436,1.080458,1.000000,0.493593,1.000000,1.000000,1.000000,1.000000,1.538248,1.000000,1.000000,1.317226,1.330716,1.446415,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.067757,1.000000,1.364758,1.000000,1.000000,1.130520,1.445471,1.563337,1.804649
2007-03-07,1.101000,0.732963,1.143212,2.091562,1.000000,1.000000,1.000000,1.667090,1.198535,1.077355,1.078297,1.000000,0.491635,1.000000,1.000000,1.000000,1.000000,1.522763,1.000000,1.000000,1.312728,1.327303,1.441768,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.065722,1.000000,1.363676,1.000000,1.000000,1.131420,1.448851,1.554132,1.779328
2007-03-08,1.101386,0.728940,1.149667,2.133096,1.000000,1.000000,1.000000,1.679652,1.206026,1.086464,1.087942,1.000000,0.494975,1.000000,1.000000,1.000000,1.000000,1.553321,1.000000,1.000000,1.318913,1.335834,1.454865,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.072640,1.000000,1.375082,1.000000,1.000000,1.130408,1.452907,1.568157,1.807842
2007-03-09,1.100021,0.726574,1.149667,2.144851,1.000000,1.000000,1.000000,1.693297,1.208107,1.086773,1.087942,1.000000,0.494514,1.000000,1.000000,1.000000,1.006672,1.558690,1.000000,1.000000,1.320459,1.337327,1.461836,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.075081,1.000000,1.375573,1.000000,1.000000,1.127259,1.447724,1.572102,1.831796
2007-03-12,1.102299,0.731661,1.156839,2.179331,1.000000,1.000000,1.000000,1.698063,1.210604,1.088394,1.090411,1.000000,0.497740,1.000000,1.000000,1.000000,1.011381,1.574175,1.000000,1.000000,1.326924,1.341165,1.466061,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.077116,1.000000,1.379211,1.000000,1.000000,1.130745,1.450428,1.572102,1.840920
2007-03-13,1.100838,0.731661,1.131737,2.123692,1.000000,1.000000,1.000000,1.654528,1.188547,1.067242,1.069192,1.000000,0.488064,1.000000,1.000000,1.000000,0.984890,1.509548,1.000000,1.000000,1.299798,1.315575,1.433318,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.057177,1.000000,1.354433,1.000000,1.000000,1.133670,1.435782,1.525206,1.797577
2007-03-14,1.101105,0.731661,1.142137,2.115855,1.000000,1.000000,1.000000,1.672071,1.197495,1.075193,1.077448,1.000000,0.495206,1.000000,1.000000,1.000000,0.986067,1.537629,1.000000,1.000000,1.310339,1.322825,1.444091,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.061246,1.000000,1.361316,1.000000,1.000000,1.132320,1.440739,1.528712,1.806245
2007-03-15,1.100941,0.731661,1.145364,2.115855,1.000000,1.000000,1.000000,1.685067,1.199576,1.076660,1.078297,1.000000,0.494054,1.000000,1.000000,1.000000,0.994309,1.553528,1.000000,1.000000,1.315258,1.327090,1.456555,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.070605,1.000000,1.366724,1.000000,1.000000,1.131083,1.441640,1.547120,1.822442
2007-03-16,1.101117,0.717345,1.142495,2.115855,1.000000,1.000000,1.000000,1.673587,1.197079,1.073645,1.075057,1.000000,0.493673,1.000000,1.000000,1.000000,0.996272,1.540520,1.000000,1.000000,1.310194,1.323465,1.448739,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066943,1.000000,1.360824,1.000000,1.000000,1.131196,1.456061,1.541310,1.802139
2007-03-19,1.101979,0.726455,1.153253,2.166792,1.000000,1.000000,1.000000,1.694381,1.209563,1.086588,1.088173,1.000000,0.498745,1.000000,1.000000,1.000000,1.008046,1.570046,1.000000,1.000000,1.321588,1.337327,1.463948,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.076709,1.000000,1.376360,1.000000,1.000000,1.130408,1.458765,1.551433,1.820161
2007-03-20,1.103450,0.733554,1.159708,2.166792,1.000000,1.000000,1.000000,1.707809,1.214974,1.092556,1.094114,1.000000,0.502318,1.000000,1.000000,1.000000,1.015502,1.585119,1.000000,1.000000,1.329890,1.346070,1.474300,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.084848,1.000000,1.385406,1.000000,1.000000,1.131532,1.470707,1.565517,1.827461
2007-03-21,1.106642,0.746806,1.183017,2.220864,1.000000,1.000000,1.000000,1.738564,1.233701,1.110536,1.112015,1.000000,0.512000,1.000000,1.000000,1.000000,1.037284,1.630543,1.000000,1.000000,1.355635,1.368888,1.501340,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.098276,1.000000,1.407529,1.000000,1.000000,1.132995,1.483100,1.601167,1.849588
2007-03-22,1.105597,0.748107,1.180865,2.219297,1.000000,1.000000,1.000000,1.738564,1.233909,1.109684,1.112015,1.000000,0.510156,1.000000,1.000000,1.000000,1.036107,1.622491,1.000000,1.000000,1.354791,1.369528,1.501424,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.101531,1.000000,1.408315,1.000000,1.000000,1.130858,1.481749,1.591484,1.851413
2007-03-23,1.104465,0.740298,1.179431,2.226350,1.000000,1.000000,1.000000,1.741255,1.233493,1.111312,1.113559,1.000000,0.508542,1.000000,1.000000,1.000000,1.039835,1.625795,1.000000,1.000000,1.354368,1.371021,1.505650,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.102345,1.000000,1.411069,1.000000,1.000000,1.129283,1.468004,1.593244,1.852554
2007-03-26,1.104921,0.738523,1.182658,2.239672,1.000000,1.000000,1.000000,1.737567,1.234619,1.109839,1.111551,1.000000,0.510617,1.000000,1.000000,1.000000,1.038658,1.624969,1.000000,1.000000,1.356480,1.371727,1.503748,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.102757,1.000000,1.408708,1.000000,1.000000,1.128608,1.483551,1.585322,1.822888
2007-03-27,1.104308,0.738523,1.182658,2.237321,1.000000,1.000000,1.000000,1.729537,1.228362,1.107204,1.108219,1.000000,0.507044,1.000000,1.000000,1.000000,1.034144,1.616090,1.000000,1.000000,1.348038,1.363593,1.494452,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.096992,1.000000,1.403080,1.000000,1.000000,1.128833,1.480396,1.575640,1.803844
2007-03-28,1.104039,0.738523,1.164370,2.213812,1.000000,1.000000,1.000000,1.717601,1.217726,1.099144,1.100856,1.000000,0.501626,1.000000,1.000000,1.000000,1.022567,1.601843,1.000000,1.000000,1.339034,1.353960,1.485578,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.091227,1.000000,1.393897,1.000000,1.000000,1.129396,1.488283,1.555834,1.791913
2007-03-29,1.102937,0.732371,1.164728,2.245941,1.000000,1.000000,1.000000,1.719772,1.218352,1.100306,1.101941,1.000000,0.502203,1.000000,1.000000,1.000000,1.035322,1.632609,1.000000,1.000000,1.335939,1.358455,1.488324,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.095756,1.000000,1.397748,1.000000,1.000000,1.127597,1.479270,1.563756,1.794896
2007-03-30,1.103172,0.733909,1.166521,2.244373,1.000000,1.000000,1.000000,1.724112,1.218560,1.100538,1.103181,1.000000,0.501742,1.000000,1.000000,1.000000,1.034537,1.628479,1.000000,1.000000,1.338472,1.355673,1.490226,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.091638,1.000000,1.396958,1.000000,1.000000,1.127597,1.481298,1.568158,1.820594
2007-04-02,1.103983,0.733909,1.166521,2.252994,1.000000,1.000000,1.000000,1.728451,1.221897,1.101779,1.103646,1.000000,0.502433,1.000000,1.000000,1.000000,1.040424,1.642726,1.000000,1.000000,1.339034,1.360168,1.496776,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.096168,1.000000,1.400415,1.000000,1.000000,1.129052,1.483776,1.553633,1.832064
2007-04-03,1.104760,0.733909,1.180148,2.281989,1.000000,1.000000,1.000000,1.746897,1.234202,1.113637,1.115736,1.000000,0.509003,1.000000,1.000000,1.000000,1.051217,1.667297,1.000000,1.000000,1.354791,1.373011,1.510510,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.101933,1.000000,1.413153,1.000000,1.000000,1.127924,1.483326,1.572999,1.848126
2007-04-04,1.106451,0.747634,1.180148,2.318037,1.000000,1.000000,1.000000,1.746680,1.238164,1.114877,1.116047,1.000000,0.511078,1.000000,1.000000,1.000000,1.056711,1.672871,1.000000,1.000000,1.357464,1.374510,1.509242,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.102345,1.000000,1.414633,1.000000,1.000000,1.129166,1.505408,1.572999,1.838948
2007-04-05,1.106539,0.759820,1.190547,2.318037,1.000000,1.000000,1.000000,1.745596,1.243169,1.117899,1.120231,1.000000,0.513614,1.000000,1.000000,1.000000,1.062010,1.677413,1.000000,1.000000,1.364498,1.379433,1.514736,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.103580,1.000000,1.418584,1.000000,1.000000,1.128150,1.506534,1.573879,1.837113
2007-04-09,1.104650,0.757809,1.190547,2.343898,1.000000,1.000000,1.000000,1.747983,1.244004,1.119450,1.121627,1.000000,0.512346,1.000000,1.000000,1.000000,1.063579,1.687325,1.000000,1.000000,1.365483,1.380076,1.514312,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.106051,1.000000,1.420262,1.000000,1.000000,1.123860,1.499099,1.573439,1.840554
2007-04-10,1.106231,0.757809,1.193416,2.358787,1.000000,1.000000,1.000000,1.753408,1.246714,1.120767,1.122867,1.000000,0.514997,1.000000,1.000000,1.000000,1.068289,1.692487,1.000000,1.000000,1.369422,1.384143,1.519384,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.110169,1.000000,1.424212,1.000000,1.000000,1.125553,1.513294,1.580481,1.848126
2007-04-11,1.104031,0.757809,1.184451,2.366623,1.000000,1.000000,1.000000,1.742557,1.236704,1.116194,1.117209,1.000000,0.509580,0.997341,1.000000,1.000000,1.063972,1.687737,1.000000,1.000000,1.357605,1.374296,1.510510,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.106051,1.000000,1.415128,1.000000,1.000000,1.124875,1.511492,1.567277,1.820594
2007-04-12,1.105428,0.757809,1.194850,2.369758,1.000000,1.000000,1.000000,1.754275,1.248383,1.121155,1.123797,1.000000,0.513614,0.997209,1.000000,1.000000,1.069859,1.709211,1.000000,1.000000,1.370548,1.383715,1.521286,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.109345,1.000000,1.424410,1.000000,1.000000,1.126231,1.509464,1.564636,1.808203
2007-04-13,1.105089,0.757809,1.200230,2.367406,1.000000,1.000000,1.000000,1.765561,1.251303,1.126269,1.127517,1.000000,0.514651,0.995614,1.000000,1.000000,1.074176,1.714786,1.000000,1.000000,1.377159,1.387996,1.528681,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.113051,1.000000,1.429149,1.000000,1.000000,1.124423,1.528616,1.571238,1.828623
2007-04-16,1.108074,0.757809,1.213139,2.402671,1.000000,1.000000,1.000000,1.789864,1.263190,1.136965,1.138755,1.000000,0.519377,0.996544,1.000000,1.000000,1.090267,1.736259,1.000000,1.000000,1.391228,1.402553,1.547908,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.127052,1.000000,1.443566,1.000000,1.000000,1.126682,1.541235,1.609529,1.830918
2007-04-17,1.110085,0.776148,1.213139,2.385431,1.000000,1.000000,1.000000,1.784438,1.267152,1.139988,1.141390,1.000000,0.520530,0.999070,1.000000,1.000000,1.084184,1.730065,1.000000,1.000000,1.390947,1.404907,1.545795,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.129111,1.000000,1.445837,1.000000,1.000000,1.129956,1.532222,1.609089,1.854779
2007-04-18,1.111805,0.774846,1.209194,2.390133,1.000000,1.000000,1.000000,1.774023,1.265484,1.141383,1.143948,1.000000,0.518801,1.000931,1.000000,1.000000,1.083399,1.722012,1.000000,1.000000,1.389822,1.406406,1.540090,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.134464,1.000000,1.447121,1.000000,1.000000,1.131650,1.540784,1.627574,1.843307
2007-04-19,1.110103,0.783010,1.206684,2.336844,1.000000,1.000000,1.000000,1.765561,1.266110,1.141073,1.143018,1.000000,0.520415,1.000532,1.000000,1.000000,1.077120,1.710450,1.000000,1.000000,1.384475,1.405121,1.530793,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.129111,1.000000,1.444455,1.000000,1.000000,1.131199,1.521631,1.625373,1.830918
2007-04-20,1.111781,0.787033,1.217084,2.376027,1.000000,1.000000,1.000000,1.786176,1.275912,1.151845,1.153093,1.000000,0.523296,1.000266,1.000000,1.000000,1.089089,1.736052,1.000000,1.000000,1.397418,1.416253,1.546640,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.134464,1.000000,1.457292,1.000000,1.000000,1.130634,1.547994,1.633736,1.844684
2007-04-23,1.112337,0.799456,1.217084,2.376027,1.000000,1.000000,1.000000,1.784222,1.274244,1.147505,1.149063,1.000000,0.524103,1.001595,1.000000,1.000000,1.082418,1.728826,1.000000,1.000000,1.395449,1.413042,1.547908,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.135700,1.000000,1.454428,1.000000,1.000000,1.131762,1.538080,1.629335,1.865333
2007-04-24,1.112994,0.792594,1.216008,2.397186,1.000000,1.000000,1.000000,1.783354,1.275495,1.147971,1.150148,1.000000,0.526754,1.003190,1.000000,1.000000,1.080259,1.730065,1.000000,1.000000,1.396012,1.413470,1.545795,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.132817,1.000000,1.454231,1.000000,1.000000,1.132327,1.526138,1.624493,1.852714
2007-04-25,1.113894,0.796024,1.227483,2.405806,1.000000,1.000000,1.000000,1.788345,1.285922,1.158511,1.160301,1.000000,0.533785,1.002392,1.000000,1.000000,1.091248,1.754636,1.000000,1.000000,1.408110,1.426528,1.554880,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.141876,1.000000,1.467166,1.000000,1.000000,1.132779,1.529743,1.646499,1.851567
2007-04-26,1.111694,0.804780,1.230711,2.397969,1.000000,1.000000,1.000000,1.798328,1.284880,1.159828,1.161618,1.000000,0.536551,1.000266,1.000000,1.000000,1.084969,1.731097,1.000000,1.000000,1.413878,1.427384,1.561219,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.144347,1.000000,1.467660,1.000000,1.000000,1.130634,1.506760,1.643859,1.852714
2007-04-27,1.111980,0.806436,1.232145,2.382296,1.000000,1.000000,1.000000,1.790732,1.284671,1.158898,1.161463,1.000000,0.536782,1.000000,1.000000,1.000000,1.088108,1.724077,1.000000,1.000000,1.414863,1.426314,1.556782,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.141876,1.000000,1.466080,1.000000,1.000000,1.130408,1.522307,1.641658,1.848126
2007-04-30,1.113271,0.798036,1.216725,2.363489,1.000000,1.000000,1.000000,1.752106,1.272158,1.149288,1.150768,1.000000,0.529751,1.003323,1.000000,1.000000,1.075353,1.690422,1.000000,1.000000,1.397137,1.414968,1.529737,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.133641,1.000000,1.453144,1.000000,1.000000,1.134247,1.511717,1.628895,1.818299
2007-05-01,1.112577,0.805490,1.219952,2.365840,1.000000,1.000000,1.000000,1.759267,1.275703,1.152233,1.153635,1.000000,0.529290,1.002751,1.000000,1.000000,1.076138,1.702397,1.000000,1.000000,1.398684,1.416681,1.533329,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.133229,1.000000,1.456403,1.000000,1.000000,1.133589,1.502704,1.631976,1.802467
2007-05-02,1.114022,0.812352,1.232503,2.383864,1.000000,1.000000,1.000000,1.782703,1.285297,1.158975,1.161308,1.000000,0.535053,1.002884,1.000000,1.000000,1.086931,1.735227,1.000000,1.000000,1.415144,1.428240,1.555092,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.141053,1.000000,1.467166,1.000000,1.000000,1.133929,1.502028,1.639017,1.816693
2007-05-03,1.114190,0.806673,1.236448,2.410508,1.000000,1.000000,1.000000,1.785959,1.288007,1.165253,1.166346,1.000000,0.537012,1.002218,1.000000,1.000000,1.090463,1.752365,1.000000,1.000000,1.417817,1.434663,1.556571,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.146406,1.000000,1.473684,1.000000,1.000000,1.132682,1.520730,1.654421,1.821511
2007-05-04,1.116101,0.808803,1.239675,2.440286,1.000000,1.000000,1.000000,1.797243,1.295098,1.169671,1.171771,1.000000,0.537473,1.003016,1.000000,1.000000,1.099097,1.758972,1.000000,1.000000,1.421193,1.436375,1.562275,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.148876,1.000000,1.478029,1.000000,1.000000,1.134157,1.536503,1.660144,1.805679
2007-05-07,1.116980,0.808803,1.238958,2.459878,1.000000,1.000000,1.000000,1.792035,1.294264,1.169904,1.171927,1.000000,0.537473,1.003683,1.000000,1.000000,1.102237,1.765166,1.000000,1.000000,1.420490,1.441085,1.562910,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.152994,1.000000,1.480398,1.000000,1.000000,1.135289,1.537855,1.662344,1.810727
2007-05-08,1.116163,0.804070,1.239317,2.452041,1.000000,1.000000,1.000000,1.785743,1.293430,1.168354,1.169911,1.000000,0.538626,1.003815,1.000000,1.000000,1.092229,1.749267,1.000000,1.000000,1.420490,1.439800,1.558261,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.150111,1.000000,1.478916,1.000000,1.000000,1.134043,1.529518,1.658823,1.798797
2007-05-09,1.115134,0.804070,1.241827,2.473200,1.000000,1.000000,1.000000,1.792902,1.297809,1.171531,1.173709,1.000000,0.539778,1.002617,1.000000,1.000000,1.100079,1.770328,1.000000,1.000000,1.423867,1.444296,1.570938,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.156288,1.000000,1.484151,1.000000,1.000000,1.132682,1.519829,1.667625,1.818299
2007-05-10,1.113611,0.774373,1.221387,2.454392,1.000000,1.000000,1.000000,1.770768,1.279666,1.159286,1.160456,1.000000,0.532402,1.003549,1.000000,1.000000,1.079278,1.726348,1.000000,1.000000,1.402060,1.423959,1.544950,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.141876,1.000000,1.465488,1.000000,1.000000,1.134609,1.487156,1.643859,1.793978
2007-05-11,1.113609,0.779460,1.235014,2.487306,1.000000,1.000000,1.000000,1.786827,1.293013,1.169206,1.170996,1.000000,0.539202,1.002218,1.000000,1.000000,1.108713,1.771567,1.000000,1.000000,1.415989,1.439158,1.564177,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.151759,1.000000,1.479213,1.000000,1.000000,1.132343,1.497296,1.661464,1.818299
2007-05-14,1.112908,0.779460,1.235014,2.512382,1.000000,1.000000,1.000000,1.771202,1.287591,1.166649,1.168904,1.000000,0.535514,1.001553,1.000000,1.000000,1.093995,1.760417,1.000000,1.000000,1.407970,1.434876,1.551923,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.150524,1.000000,1.474770,1.000000,1.000000,1.132570,1.493465,1.653542,1.807974
2007-05-15,1.111697,0.779460,1.217801,2.486522,1.000000,1.000000,1.000000,1.757097,1.282794,1.166959,1.168206,1.000000,0.531364,1.001153,1.000000,1.000000,1.092033,1.761243,1.000000,1.000000,1.395308,1.435090,1.540724,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.148876,1.000000,1.470820,1.000000,1.000000,1.132117,1.499324,1.649580,1.780441
2007-05-16,1.112311,0.779460,1.228559,2.514733,1.000000,1.000000,1.000000,1.766645,1.294889,1.174941,1.176964,1.000000,0.536551,1.001553,1.000000,1.000000,1.099294,1.789530,1.000000,1.000000,1.407970,1.445580,1.551077,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.152171,1.000000,1.483459,1.000000,1.000000,1.132343,1.478143,1.668506,1.758415
2007-05-17,1.110349,0.779460,1.224614,2.522570,1.000000,1.000000,1.000000,1.752974,1.294056,1.172616,1.174406,1.000000,0.534016,1.000087,1.000000,1.000000,1.096743,1.779207,1.000000,1.000000,1.405438,1.444510,1.544738,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.153818,1.000000,1.479905,1.000000,1.000000,1.130416,1.465976,1.660144,1.727900
2007-05-18,1.108835,0.772243,1.233579,2.521003,1.000000,1.000000,1.000000,1.773589,1.301772,1.182846,1.184327,1.000000,0.538395,0.997691,1.000000,1.000000,1.108713,1.791802,1.000000,1.000000,1.413175,1.453500,1.558050,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.155053,1.000000,1.490965,1.000000,1.000000,1.127129,1.476341,1.664544,1.710463
2007-05-21,1.111454,0.780170,1.243620,2.546079,1.000000,1.000000,1.000000,1.795941,1.303440,1.182226,1.184327,1.000000,0.541853,0.999022,1.000000,1.000000,1.098901,1.795725,1.000000,1.000000,1.424992,1.456711,1.575587,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.161230,1.000000,1.495210,1.000000,1.000000,1.129396,1.479721,1.666305,1.717346
2007-05-22,1.109963,0.785140,1.247923,2.564887,1.000000,1.000000,1.000000,1.807008,1.304692,1.181296,1.182312,1.000000,0.542314,0.997425,1.000000,1.000000,1.100471,1.800473,1.000000,1.000000,1.430339,1.456925,1.585729,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.164524,1.000000,1.495013,1.000000,1.000000,1.127129,1.469130,1.667625,1.742813
2007-05-23,1.109371,0.785140,1.242544,2.568805,1.000000,1.000000,1.000000,1.802234,1.303232,1.181452,1.183009,1.000000,0.539778,0.996626,1.000000,1.000000,1.106947,1.788704,1.000000,1.000000,1.428088,1.455641,1.579602,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.164524,1.000000,1.494223,1.000000,1.000000,1.126222,1.476791,1.666305,1.729506
2007-05-24,1.106916,0.785140,1.223538,2.533541,1.000000,1.000000,1.000000,1.778580,1.286757,1.170756,1.172934,1.000000,0.532056,0.996493,1.000000,1.000000,1.092033,1.749887,1.000000,1.000000,1.402623,1.441299,1.554669,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.146406,1.000000,1.478916,1.000000,1.000000,1.126675,1.458991,1.651341,1.700597
