Price,Adj Close,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,UNG,UNG,UNG,UNG,UNG,UNG,UNG,UNG,UNG
Date,,,,,,,,,
2007-04-18,6498.56005859375,0.0,6498.56005859375,0.0,6517.759765625,6403.83984375,6451.2001953125,0.0,327
2007-04-19,6471.68017578125,0.0,6471.68017578125,0.0,6513.919921875,6412.7998046875,6438.39990234375,0.0,742
2007-04-20,6341.1201171875,0.0,6341.1201171875,0.0,6411.52001953125,6336.0,6411.52001953125,0.0,524
2007-04-23,6528.0,0.0,6528.0,0.0,6553.60009765625,6297.60009765625,6344.9599609375,0.0,1067
2007-04-24,6539.52001953125,0.0,6539.52001953125,0.0,6630.39990234375,6460.16015625,6630.39990234375,0.0,998
2007-04-25,6599.68017578125,0.0,6599.68017578125,0.0,6606.080078125,6497.27978515625,6590.72021484375,0.0,795
2007-04-26,6452.47998046875,0.0,6452.47998046875,0.0,6547.2001953125,6405.1201171875,6547.2001953125,0.0,1090
2007-04-27,6661.1201171875,0.0,6661.1201171875,0.0,6698.240234375,6396.16015625,6419.2001953125,0.0,1328
2007-04-30,6657.27978515625,0.0,6657.27978515625,0.0,6705.919921875,6557.43994140625,6576.64013671875,0.0,770
2007-05-01,6553.60009765625,0.0,6553.60009765625,0.0,6658.56005859375,6528.0,6607.35986328125,0.0,1030
2007-05-02,6560.0,0.0,6560.0,0.0,6609.919921875,6535.68017578125,6590.72021484375,0.0,529
2007-05-03,6736.64013671875,0.0,6736.64013671875,0.0,6778.8798828125,6411.52001953125,6540.7998046875,0.0,2842
2007-05-04,6696.9599609375,0.0,6696.9599609375,0.0,6873.60009765625,6656.0,6740.47998046875,0.0,1492
2007-05-07,6611.2001953125,0.0,6611.2001953125,0.0,6667.52001953125,6590.72021484375,6624.0,0.0,792
2007-05-08,6503.68017578125,0.0,6503.68017578125,0.0,6549.759765625,6464.0,6549.759765625,0.0,780
2007-05-09,6588.16015625,0.0,6588.16015625,0.0,6588.16015625,6483.2001953125,6508.7998046875,0.0,1684
2007-05-10,6566.39990234375,0.0,6566.39990234375,0.0,6612.47998046875,6496.0,6585.60009765625,0.0,774
2007-05-11,6720.0,0.0,6720.0,0.0,6743.0400390625,6508.7998046875,6526.72021484375,0.0,897
2007-05-14,6757.1201171875,0.0,6757.1201171875,0.0,6890.240234375,6735.35986328125,6745.60009765625,0.0,877
2007-05-15,6677.759765625,0.0,6677.759765625,0.0,6752.0,6667.52001953125,6752.0,0.0,406
2007-05-16,6732.7998046875,0.0,6732.7998046875,0.0,6745.60009765625,6598.39990234375,6598.39990234375,0.0,347
2007-05-17,6867.2001953125,0.0,6867.2001953125,0.0,6890.240234375,6688.0,6718.72021484375,0.0,1156
2007-05-18,6743.0400390625,0.0,6743.0400390625,0.0,6999.0400390625,6730.240234375,6937.60009765625,0.0,1109
2007-05-21,6754.56005859375,0.0,6754.56005859375,0.0,6773.759765625,6662.39990234375,6726.39990234375,0.0,1002
2007-05-22,6673.919921875,0.0,6673.919921875,0.0,6723.83984375,6656.0,6717.43994140625,0.0,832
2007-05-23,6613.759765625,0.0,6613.759765625,0.0,6705.919921875,6611.2001953125,6656.0,0.0,770
2007-05-24,6561.27978515625,0.0,6561.27978515625,0.0,6643.2001953125,6526.72021484375,6643.2001953125,0.0,401
2007-05-25,6487.0400390625,0.0,6487.0400390625,0.0,6565.1201171875,6407.68017578125,6565.1201171875,0.0,784
2007-05-29,6465.27978515625,0.0,6465.27978515625,0.0,6485.759765625,6368.0,6472.9599609375,0.0,895
2007-05-30,6635.52001953125,0.0,6635.52001953125,0.0,6656.0,6530.56005859375,6554.8798828125,0.0,798
2007-05-31,6622.72021484375,0.0,6622.72021484375,0.0,6647.0400390625,6519.0400390625,6608.64013671875,0.0,969
2007-06-01,6574.080078125,0.0,6574.080078125,0.0,6615.0400390625,6504.9599609375,6589.43994140625,0.0,1085
2007-06-04,6819.83984375,0.0,6819.83984375,0.0,6910.72021484375,6643.2001953125,6643.2001953125,0.0,1066
2007-06-05,6713.60009765625,0.0,6713.60009765625,0.0,6808.31982421875,6694.39990234375,6795.52001953125,0.0,1923
