Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume
2000-08-01,11.619112968444824,18.166667938232422,0.0,18.3125,17.666667938232422,18.0,0.0,27165900
2000-08-02,11.525836944580078,18.020832061767578,0.0,18.354167938232422,17.9375,18.166667938232422,0.0,20204400
2000-08-03,11.485868453979492,17.958332061767578,0.0,18.833332061767578,17.8125,18.833332061767578,0.0,24687300
2000-08-04,11.285991668701172,17.645832061767578,0.0,18.020832061767578,17.583332061767578,18.020832061767578,0.0,17527200
2000-08-07,11.752354621887207,18.375,0.0,18.645832061767578,17.666667938232422,17.708332061767578,0.0,16815600
2000-08-08,12.285345077514648,19.208332061767578,0.0,19.208332061767578,18.354167938232422,18.8125,0.0,17579400
2000-08-09,11.432567596435547,17.875,0.0,18.25,17.645832061767578,18.020832061767578,0.0,53252100
2000-08-10,10.872929573059082,17.0,0.0,17.75,16.895832061767578,17.708332061767578,0.0,37141800
2000-08-11,11.112772941589355,17.375,0.0,17.458332061767578,17.041667938232422,17.145832061767578,0.0,22602300
2000-08-14,11.272672653198242,17.625,0.0,17.6875,17.375,17.416667938232422,0.0,18098400
2000-08-15,10.992850303649902,17.1875,0.0,17.520832061767578,17.083332061767578,17.291667938232422,0.0,23859000
2000-08-16,10.646411895751953,16.645832061767578,0.0,16.958332061767578,16.25,16.916667938232422,0.0,41433000
2000-08-17,10.659736633300781,16.666667938232422,0.0,16.8125,16.208332061767578,16.520832061767578,0.0,20399400
2000-08-18,10.84627914428711,16.958332061767578,0.0,16.958332061767578,16.520832061767578,16.5625,0.0,22047900
2000-08-21,10.44654369354248,16.333332061767578,0.0,16.583332061767578,15.708333015441895,16.416667938232422,0.0,42446100
2000-08-22,10.473186492919922,16.375,0.0,16.666667938232422,16.1875,16.333332061767578,0.0,22832700
2000-08-23,10.473186492919922,16.375,0.0,16.729167938232422,16.354167938232422,16.583332061767578,0.0,20627100
2000-08-24,10.539815902709961,16.479167938232422,0.0,16.708332061767578,16.333332061767578,16.583332061767578,0.0,14901900
2000-08-25,10.766334533691406,16.833332061767578,0.0,16.833332061767578,16.416667938232422,16.541667938232422,0.0,14631300
2000-08-28,10.553140640258789,16.5,0.0,16.875,16.208332061767578,16.6875,0.0,21009600
2000-08-29,10.539815902709961,16.479167938232422,0.0,16.645832061767578,16.291667938232422,16.5,0.0,16995300
2000-08-30,10.326615333557129,16.145832061767578,0.0,16.333332061767578,16.0,16.291667938232422,0.0,24466500
2000-08-31,10.153398513793945,15.875,0.0,16.25,15.708333015441895,16.104167938232422,0.0,36708600
2000-09-01,10.393241882324219,16.25,0.0,16.375,15.791666984558105,15.854166984558105,0.0,22984500
2000-09-05,10.606438636779785,16.583332061767578,0.0,16.729167938232422,16.270832061767578,16.3125,0.0,24093000
2000-09-06,10.659736633300781,16.666667938232422,0.0,17.041667938232422,16.625,16.75,0.0,24931200
2000-09-07,10.872929573059082,17.0,0.0,17.354167938232422,16.833332061767578,17.0625,0.0,25201800
2000-09-08,11.112772941589355,17.375,0.0,17.541667938232422,17.0,17.166667938232422,0.0,22141800
2000-09-11,11.592460632324219,18.125,0.0,18.25,17.5625,17.583332061767578,0.0,29533800
2000-09-12,11.512517929077148,18.0,0.0,18.208332061767578,17.645832061767578,17.854167938232422,0.0,19053300
2000-09-13,11.498644828796387,17.958332061767578,0.02,18.145832061767578,17.666667938232422,18.083332061767578,0.0,14944800
2000-09-14,11.205168724060059,17.5,0.0,17.875,17.291667938232422,17.875,0.0,14134800
2000-09-15,11.0984525680542,17.333332061767578,0.0,17.645832061767578,17.145832061767578,17.4375,0.0,24327300
2000-09-18,10.911704063415527,17.041667938232422,0.0,17.5625,16.875,17.0,0.0,15634800
2000-09-19,10.644914627075195,16.625,0.0,16.958332061767578,16.416667938232422,16.875,0.0,25721100
2000-09-20,10.351449012756348,16.166667938232422,0.0,16.666667938232422,16.020832061767578,16.645832061767578,0.0,29648100
2000-09-21,10.671594619750977,16.666667938232422,0.0,17.125,16.208332061767578,16.229167938232422,0.0,25936500
2000-09-22,10.77830982208252,16.833332061767578,0.0,17.3125,16.520832061767578,17.3125,0.0,20178900
2000-09-25,10.458163261413574,16.333332061767578,0.0,16.895832061767578,16.3125,16.875,0.0,16398000
2000-09-26,10.111336708068848,15.791666984558105,0.0,16.479167938232422,15.625,16.479167938232422,0.0,28227300
2000-09-27,10.271410942077637,16.041667938232422,0.0,16.125,15.708333015441895,15.875,0.0,22748400
2000-09-28,10.364788055419922,16.1875,0.0,16.625,16.0,16.145832061767578,0.0,24413400
2000-09-29,10.271410942077637,16.041667938232422,0.0,16.5,16.0,16.166667938232422,0.0,22598700
2000-10-02,9.87122631072998,15.416666984558105,0.0,16.208332061767578,15.145833015441895,16.0625,0.0,33523800
2000-10-03,9.77784538269043,15.270833015441895,0.0,15.458333015441895,14.708333015441895,15.395833015441895,0.0,49645200
2000-10-04,9.844545364379883,15.375,0.0,15.958333015441895,15.166666984558105,15.229166984558105,0.0,33255600
2000-10-05,9.831206321716309,15.354166984558105,0.0,15.583333015441895,15.25,15.458333015441895,0.0,26197500
2000-10-06,9.711153984069824,15.166666984558105,0.0,15.291666984558105,14.875,15.291666984558105,0.0,33481500
2000-10-09,9.631111145019531,15.041666984558105,0.0,15.479166984558105,15.041666984558105,15.229166984558105,0.0,18101400
2000-10-10,9.897903442382812,15.458333015441895,0.0,15.5625,15.125,15.3125,0.0,20049600
2000-10-11,9.67112922668457,15.104166984558105,0.0,15.458333015441895,14.958333015441895,15.375,0.0,25172700
2000-10-12,9.417679786682129,14.708333015441895,0.0,14.895833015441895,13.8125,14.0,0.0,58319700
2000-10-13,9.604433059692383,15.0,0.0,15.041666984558105,14.541666984558105,14.541666984558105,0.0,28074600
2000-10-16,10.097993850708008,15.770833015441895,0.0,15.895833015441895,15.0625,15.083333015441895,0.0,21294900
2000-10-17,9.81786060333252,15.333333015441895,0.0,15.979166984558105,15.229166984558105,15.854166984558105,0.0,18806700
2000-10-18,9.977938652038574,15.583333015441895,0.0,15.666666984558105,14.958333015441895,15.3125,0.0,18445200
2000-10-19,10.204712867736816,15.9375,0.0,15.979166984558105,15.375,15.520833015441895,0.0,18908700
2000-10-20,9.937919616699219,15.520833015441895,0.0,15.770833015441895,15.354166984558105,15.625,0.0,21459600
2000-10-23,10.097993850708008,15.770833015441895,0.0,15.9375,15.1875,15.520833015441895,0.0,18093900
2000-10-24,10.324767112731934,16.125,0.0,16.166667938232422,15.75,15.854166984558105,0.0,17741400
2000-10-25,9.804529190063477,15.3125,0.0,16.145832061767578,15.208333015441895,16.145832061767578,0.0,25172100
2000-10-26,9.270946502685547,14.479166984558105,0.0,15.3125,14.458333015441895,15.291666984558105,0.0,44886300
2000-10-27,9.230928421020508,14.416666984558105,0.0,14.708333015441895,14.416666984558105,14.479166984558105,0.0,37664400
2000-10-30,9.337642669677734,14.583333015441895,0.0,14.645833015441895,14.375,14.458333015441895,0.0,39616800
2000-10-31,9.684471130371094,15.125,0.0,15.270833015441895,14.666666984558105,14.729166984558105,0.0,44089800
2000-11-01,9.964598655700684,15.5625,0.0,16.020832061767578,15.375,15.5,0.0,69816600
2000-11-02,10.338102340698242,16.145832061767578,0.0,16.666667938232422,15.166666984558105,15.333333015441895,0.0,62551500
2000-11-03,10.111336708068848,15.791666984558105,0.0,16.375,15.604166984558105,16.145832061767578,0.0,24775500
2000-11-06,10.458163261413574,16.333332061767578,0.0,16.458332061767578,15.6875,16.104167938232422,0.0,21829500
