Date,Adj Close,Close,High,Low,Open,Volume,Dividends,Stock Splits
2017-01-31,147.89999389648438,147.89999389648438,150.8000030517578,147.89999389648438,149.1999969482422,35,0,0
2017-02-01,148.1999969482422,148.1999969482422,148.1999969482422,148.1999969482422,148.1999969482422,0,0,0
2017-02-02,147.85000610351562,147.85000610351562,149.35000610351562,147.85000610351562,149.35000610351562,10,0,0
2017-02-03,148.39999389648438,148.39999389648438,148.39999389648438,148.35000610351562,148.35000610351562,10,0,0
2017-02-06,147.25,147.25,149.0,147.25,149.0,184,0,0
2017-02-07,144.5800018310547,144.5800018310547,144.5800018310547,144.5800018310547,144.5800018310547,0,0,0
2017-02-08,143.80999755859375,143.80999755859375,145.82000732421875,143.80999755859375,145.82000732421875,50,0,0
2017-02-09,143.80999755859375,143.80999755859375,143.80999755859375,143.80999755859375,143.80999755859375,0,0,0
2017-02-10,143.85000610351562,143.85000610351562,143.85000610351562,143.85000610351562,143.85000610351562,0,0,0
2017-03-10,143.50999450683594,143.50999450683594,143.50999450683594,143.50999450683594,143.50999450683594,0,0,0
2017-03-13,144.1199951171875,144.1199951171875,144.1199951171875,144.1199951171875,144.1199951171875,0,0,0
