0.604171	81.35	2317
0.604181	81.35	100
0.604307	81.35	100
0.604337	81.35	1000
0.604337	81.35	154
0.604337	81.35	846
0.604337	81.35	1743
0.605743	81.3	100
0.605799	81.34	100
0.605885	81.34	200
0.605916	81.325	400
0.605916	81.325	400
0.606025	81.305	100
0.606026	81.3004	100
0.606026	81.3001	300
0.606556	81.31	100
0.607711	81.31	100
0.607711	81.31	100
0.60788	81.3	100
0.60788	81.3	300
0.608911	81.27	100
0.608911	81.27	100
0.608911	81.27	400
0.608911	81.27	400
0.608911	81.27	200
0.608911	81.27	100
0.608911	81.27	200
0.611688	81.27	100
0.611899	81.29	100
0.611899	81.28	100
0.611899	81.29	100
0.611899	81.29	100
0.611899	81.28	100
0.611899	81.29	300
0.611899	81.29	200
0.611899	81.29	100
0.611916	81.3	49700
0.614104	81.3	100
0.614104	81.33	100
0.614104	81.3	100
0.614104	81.33	400
0.614104	81.33	100
0.614104	81.33	200
0.614104	81.33	500
0.614104	81.3	500
0.614105	81.32	100
0.614165	81.3	200
0.614191	81.3	100
0.614281	81.3	100
0.614362	81.29	100
0.614362	81.29	200
0.614704	81.31	100
0.615647	81.3099	100
0.617299	81.3	100
0.617664	81.3	2500
0.617664	81.3	100
0.617664	81.3	100
0.617664	81.305	100
0.617664	81.3	100
0.617664	81.3	100
0.618283	81.3	100
0.619946	81.31	1000
0.619946	81.3075	1100
0.619946	81.305	1000
0.619946	81.31	400
0.619946	81.305	1100
0.619946	81.305	600
0.619946	81.3075	13800
0.619949	81.3075	1000
0.619975	81.3075	20000
0.620015	81.3075	20000
0.620104	81.3075	1600
0.620104	81.31	1600
0.620104	81.305	1600
0.620104	81.305	1500
0.620104	81.305	1600
0.620104	81.3075	10500
0.620106	81.3075	1600
0.620142	81.3075	20000
0.620174	81.3075	2000
0.620174	81.31	1900
0.620174	81.305	1900
0.620174	81.305	1900
0.620174	81.305	2000
0.620174	81.3075	8300
0.620176	81.3075	2000
0.620191	81.3075	20000
0.620212	81.3075	20000
0.620225	81.3075	20000
0.620236	81.3075	20000
0.620397	81.3	100
0.621494	81.3075	2700
0.621494	81.305	2700
0.621494	81.305	2700
0.621494	81.31	100
0.621494	81.31	100
0.621494	81.305	2700
0.621494	81.31	100
0.621494	81.31	100
0.621494	81.3075	2700
0.621494	81.32	100
0.621494	81.33	100
0.621494	81.33	200
0.621497	81.3075	2700
0.622301	81.325	100
0.623765	81.325	800
0.623765	81.33	100
0.623765	81.34	200
0.623765	81.34	100
0.623765	81.34	100
0.623765	81.34	100
0.623765	81.34	100
0.623765	81.335	800
0.623765	81.33	100
0.62396	81.32	100
0.62396	81.31	200
0.62396	81.33	100
0.62396	81.34	200
0.62396	81.32	100
0.62396	81.32	100
0.62396	81.31	200
0.62396	81.32	100
0.62396	81.31	100
0.62396	81.31	200
0.62396	81.31	200
0.62396	81.31	100
0.624485	81.325	100
0.624485	81.325	100
0.624921	81.3325	100
0.625569	81.31	10000
0.625569	81.31	200
0.625569	81.32	100
0.625569	81.31	200
0.625569	81.31	100
0.625569	81.31	100
0.625569	81.31	200
0.625569	81.31	100
0.625569	81.31	100
0.625569	81.31	200
0.625569	81.31	200
0.625569	81.31	100
0.625892	81.3101	200
0.626358	81.32	100
0.626358	81.32	100
0.626583	81.3101	100
0.627283	81.31	100
0.627283	81.31	100
0.628863	81.31	200
0.628863	81.31	100
0.628863	81.31	400
0.628863	81.31	200
0.628863	81.31	100
0.628863	81.31	700
0.628909	81.3	196
0.628909	81.3	100
0.628909	81.3	100
0.628909	81.3	262
0.628909	81.3	1000
0.628909	81.3	100
0.628909	81.3	900
0.628909	81.3	190
0.628909	81.3	100
0.628909	81.3	800
0.628918	81.31	100
0.628918	81.305	100
0.628918	81.31	100
0.628936	81.3	100
0.628936	81.31	100
0.628936	81.31	200
0.628936	81.31	100
0.628936	81.305	200
0.628936	81.305	100
0.628949	81.3075	1700
0.628949	81.31	1700
0.628949	81.305	1700
0.628949	81.31	200
0.628949	81.31	100
0.628949	81.305	100
0.628949	81.3075	1700
0.628949	81.305	1700
0.628949	81.305	1700
0.628949	81.31	200
0.628949	81.305	300
0.628949	81.305	1400
0.628949	81.305	1700
0.628949	81.31	100
0.628951	81.3075	1700
0.628967	81.32	100
0.628967	81.32	100
0.628967	81.32	100
0.628969	81.31	200
0.628969	81.31	700
0.628969	81.31	300
0.628969	81.32	100
0.628969	81.31	100
0.628969	81.31	200
0.628969	81.31	100
